ID,B11,Na23,Mg25,Al27,P31,S34,K39,Ca43,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Sr88,Mo98,Cd111
CML322,3.885914476,3.206565364,1279.347027,1.055212246,3753.967543,1029.887773,3688.793459,81.12902932,5.674357061,24.03326411,0.001143798,0.301863946,3.333554826,26.90929225,0.012146753,1.89776176,2.184400892,0.159738225,0.421034758,0.022060252
B10,3.568363579,2.048833596,1416.648672,0.620481283,3465.565383,1355.651059,4554.907539,71.27495765,6.768441979,15.54080497,0.000879455,0.415113793,3.080856357,20.63825903,0.014059203,1.424345435,1.918722907,0.160108029,0.080711758,0.022093319
Ki3,3.910681146,2.441899061,1441.97603,0.896317608,3325.274599,1009.481384,4173.458698,78.11465886,7.155343736,17.68755628,0.0017443,0.118938313,2.953541983,29.23692444,0.016920586,1.606730458,1.470015102,0.122889093,0.173485617,0.022404868
CI187-2,3.999333067,3.193306199,1587.774028,0.89864259,3026.056262,1001.728043,3722.498483,40.66288439,6.193081548,24.06636171,0.001257444,0.230226879,2.6942897,27.40905341,0.010268469,1.775471655,1.943715717,0.091510953,0.300089978,0.022426812
CO106,4.122811696,2.941078306,1452.811894,0.775961345,3542.259025,1370.196862,3521.234622,68.2173857,5.379105602,18.487412,0.001612079,0.097138748,2.737960994,28.71836766,0.02062436,1.549099721,1.056328733,0.187366401,0.384456121,0.022625002
R177,3.804274527,3.15103223,1361.348005,0.544773653,4136.185261,1250.219426,4651.493854,63.73552013,7.748228512,24.65688665,0.001100965,0.418646184,3.509450685,27.69674177,0.012598309,1.442036511,2.037144706,0.110778012,0.34082611,0.022655325
E2558W,4.165443501,2.533266465,1184.564667,0.769912052,2931.974236,975.5954897,3688.899764,43.35850771,3.528211669,21.99516735,0.001344312,0.113432015,1.154948293,18.16974445,0.016920577,1.504190213,1.427158766,0.094370539,0.176749259,0.022726028
IDS69,4.411543081,2.518887907,1534.068079,1.257890875,3991.05362,1009.828627,2872.778474,74.73919631,10.42751538,22.15503508,0.002523495,0.181240176,1.059747313,29.91919011,0.022678971,2.18386463,1.470995556,0.115262161,0.30152742,0.022756038
L578,4.555902018,3.226838241,1534.565128,0.944494658,4070.949099,1197.074888,3768.855171,42.88551731,8.494025353,21.28543843,0.001156104,0.078480843,2.619061652,19.32680957,0.014020139,1.063343823,1.505879951,0.12341492,0.155424781,0.022786288
SC55,4.471986418,1.922251628,1366.588589,0.74119902,3346.443137,1176.023033,4193.172357,54.25624501,5.885604637,18.66443354,0.000987899,0.217486629,1.176622544,24.32827266,0.015141421,1.465828888,2.59290702,0.101671813,0.294105534,0.022849597
NC298,4.252710651,2.636238711,1169.239173,0.624147782,3353.300596,1304.909872,4085.761213,56.18633582,6.933889352,20.43299962,0.001151094,0.093495022,1.329677285,23.14503745,0.012773072,1.766249817,1.759438319,0.163517813,0.213689798,0.022934022
Mo47,5.063903246,1.608251612,1506.075139,0.719992207,3439.249115,1299.510754,4093.121844,51.73340632,4.24726551,18.17854996,0.001678351,0.37179567,2.348416531,20.77659278,0.019197736,3.050830558,1.621117119,0.124982251,0.154501942,0.023201885
A554,4.906424661,3.967229249,1493.693624,0.783963982,4051.047343,1287.064346,4561.731015,53.92193554,5.882228785,32.97568778,0.00217988,0.213683904,2.576440249,30.36343263,0.017337873,2.024949552,0.93714307,0.125588794,0.478688524,0.023237791
CML333,4.299803788,2.948242207,1466.557024,0.834283036,3661.798539,1214.092549,4561.462096,69.86519214,5.314041837,29.54900882,0.001292965,0.411347443,3.185769433,34.90170245,0.015064961,1.366476878,3.156528748,0.247598324,0.269130114,0.023248562
CI64,4.103318091,1.523996031,1312.276626,0.728220518,3301.071515,1106.84798,3262.862481,39.87803513,5.668014076,13.58597833,0.001059518,0.240152185,1.028529218,18.13503448,0.014319702,1.6339696,1.639889146,0.099910756,0.377130612,0.023346962
CML218,4.264187893,3.701509325,1495.388812,0.609330198,3259.413416,1235.664199,3419.233592,95.5056018,8.956628331,26.73571658,0.001350033,0.185603973,0.859464759,21.7800906,0.015462808,1.517632104,1.678799902,0.186143395,0.253265812,0.023397989
W22,4.58278924,3.016116465,1336.127326,0.744137232,3104.878001,1080.388401,3642.735964,39.78941633,5.610559547,22.18161563,0.00167452,0.514130557,2.797707397,23.04307195,0.015888201,2.004354189,0.938470004,0.095634279,0.293561538,0.023598141
F2834T,4.111471365,3.174812806,1309.065187,0.795981833,3327.001279,1031.634732,4528.9207,71.12239615,6.26571819,11.62111443,0.001348829,0.197798352,1.279098932,20.55899175,0.012607514,1.177850912,2.287527728,0.157102216,0.311838341,0.023670778
CM7,4.148509682,2.470747431,1484.684685,0.675381427,3871.447461,1225.978505,4604.456421,36.62594627,5.584781183,21.55039536,0.001402996,0.290497478,2.363388782,25.3799972,0.015944568,1.541430507,1.60247179,0.092086275,0.42740067,0.023680688
NC300,3.430139495,2.475183849,1344.648837,0.587763439,2966.863533,1151.398122,4264.497598,96.40532581,3.396982859,23.89849338,0.001180327,0.323391433,1.316322617,25.56514861,0.012950315,1.965393479,2.733116316,0.181801349,0.055784374,0.023719423
Os420,4.796809221,3.369113928,1583.796701,0.729722219,3874.719229,1118.928812,4075.807788,71.40541655,8.822601611,25.00073608,0.001155879,0.371148736,1.881783425,28.53256536,0.01407222,1.227830936,1.275954882,0.170976521,0.434494728,0.023781096
Il101,4.550577109,3.688054968,1686.204345,0.852236457,4355.875871,1539.317967,6487.174774,70.45869871,6.91170611,35.83492917,0.001491385,0.318908999,2.964544718,37.95451317,0.021848782,2.135875052,2.524923178,0.219467291,0.392280107,0.023893394
H49,4.617548961,3.496180794,1280.539559,0.532387511,3620.138244,1364.605429,4220.674374,69.93054806,7.744285228,19.26625681,0.000911875,0.261306367,2.151044727,22.94567206,0.011503593,1.9440698,1.544656177,0.12418095,0.160573421,0.024105528
CH701-30,4.92909113,2.103932079,1792.062792,0.668119812,4102.010458,1185.928603,4012.535239,66.28338216,9.518394506,26.47544253,0.001293999,0.51307124,1.388226411,31.85714974,0.012566119,1.131641961,1.134383421,0.131812531,0.408083655,0.024166467
Va85,4.029853498,3.218314188,1303.33411,0.638463845,3316.644293,1133.368069,3785.873928,61.47126698,5.307595748,24.50289558,0.001329305,0.197587263,1.534212365,25.28501877,0.012677178,1.420551966,1.400708742,0.162604012,0.412642527,0.024182209
CML91,3.963235403,2.406397014,1466.448305,0.667277939,3349.167092,1205.140385,3904.973565,56.67915924,7.497101122,19.04874282,0.001420511,0.150965209,1.270927381,24.50017839,0.013320462,1.04298907,1.597056128,0.132513998,0.088598572,0.024857664
NC306,4.057794034,3.136593644,1382.281247,0.705521905,3625.58862,1227.313681,5094.262521,64.20468299,4.682112967,22.66022753,0.00123729,0.293649054,1.656638655,21.61016851,0.01527729,1.525460202,1.957645512,0.147104014,0.301815637,0.024862431
Tzi25,4.61629625,5.543751942,1603.580556,1.55124666,3721.803475,1213.331122,4267.411659,77.64860755,8.944803041,23.39599139,0.002403637,0.479935384,2.563828365,25.36709348,0.024454992,2.07013122,1.851670933,0.245370001,0.391708787,0.0250132
CML247,4.339088903,2.164231572,1351.310932,0.905580245,3534.956115,1087.918661,5029.792891,101.818875,5.938663128,15.00400574,0.001810776,0.467803512,1.988721785,27.99352583,0.020423687,1.758327079,3.83244077,0.159132937,0.19569032,0.025268846
B64,4.311478551,2.791615121,1361.622005,0.942277292,3780.060293,1359.613453,4614.662371,51.00462985,5.159774398,18.16813225,0.001067789,0.317317911,2.649440602,23.64603881,0.013006826,1.717087131,1.92677128,0.161480105,0.250798516,0.025310063
Ki2021,4.662168645,3.808496311,1731.067673,0.853067912,4422.889784,1391.117044,6423.441921,85.05902762,5.880432768,25.9386818,0.001309262,0.118447585,1.488283188,34.599068,0.010079345,1.754798692,2.528627685,0.112780885,0.3065197,0.025323372
i1677a,5.210516935,2.835139987,1363.901012,1.306606708,4006.270548,1245.422826,6395.142345,142.3663818,8.387024804,24.62332008,0.001887513,0.215441757,3.616592361,20.20632946,0.021059046,1.837789155,1.502940325,0.258536701,0.380359835,0.025366941
W182B,3.867506263,2.783740871,1405.47966,0.842332158,3594.251326,1105.350615,4092.249723,54.57920166,6.8073576,24.42342589,0.002020844,0.458983818,3.683641702,29.53641815,0.015334849,1.093697878,0.747704273,0.100962735,0.207334946,0.025758588
Va14,3.823702576,3.107115804,1661.830086,1.153172027,3854.863513,1247.263453,4097.499197,81.36884795,8.326634969,27.17919347,0.001836337,0.184202784,1.171652352,26.8263937,0.012488647,1.014791546,1.028688854,0.189529108,0.252544938,0.025778428
NC356,3.539076191,2.213026059,1227.475072,0.647223363,3215.580416,1136.604801,3845.358459,32.5108273,6.048698018,17.87196981,0.001340256,0.403434763,1.645293781,24.23855373,0.012944191,2.055895584,1.391254533,0.064755208,0.124597452,0.025904245
M162W,4.002655929,2.078022089,1550.358776,0.636051623,4312.140316,1350.110628,4104.36204,47.38124085,7.181101631,32.65107523,0.001500925,0.36132114,3.250259004,30.06344807,0.010914904,1.579532678,0.583317408,0.08814064,0.371083945,0.026008844
B52,4.572703066,3.457371412,1488.443319,0.561594756,3118.685655,1260.348793,4008.019825,35.08404986,5.109636129,21.1826909,0.001128958,0.520173659,1.736478707,33.92406475,0.013051884,1.680345659,1.198896091,0.084561532,0.286463564,0.026164297
CML311,4.97776378,3.535427367,1520.856438,0.622436171,3951.706363,1264.817819,4874.766989,141.0791419,6.156529199,19.01349153,0.001777991,0.366220554,2.877173834,26.13684471,0.020412347,2.005648271,2.493456912,0.231174361,0.109614159,0.026187437
R168,6.293881346,4.309229532,1466.831638,1.043283963,4279.807735,1116.069156,4357.564808,85.5157181,6.277252994,28.98395771,0.002017576,0.669047359,3.371364893,35.47468477,0.02527574,1.633684711,1.34941563,0.283214348,0.32570707,0.026252734
W117Ht,3.087692399,1.63564547,1240.389332,0.530786458,3001.661455,870.0493044,2905.773857,35.42791406,6.550051337,27.13947983,0.001653212,0.376641875,2.431163104,28.01323445,0.013443406,1.375092198,0.63368499,0.065786682,0.14379906,0.026319673
F44,4.40866647,4.21619442,1435.78183,1.040583033,3892.380179,1196.220461,3855.15296,72.62330768,7.629659937,20.90858273,0.001189506,0.146377882,2.462487349,28.43230967,0.019117296,2.140500507,1.635229251,0.204593739,0.21829697,0.026566082
Oh43E,3.810191075,1.858469589,1614.191691,0.606396744,2858.193675,1160.748988,3694.728124,79.70152597,8.074297926,20.12238266,0.001404986,0.386761203,1.182090773,16.7530404,0.014652251,1.578757151,1.047376743,0.153563715,0.361638124,0.026578422
B84,4.740871116,2.43224714,1199.635377,0.882325939,2911.846337,1207.046999,4280.356577,48.94374542,6.660600414,20.23101367,0.001320412,0.255044262,0.751585163,23.99252384,0.015837005,1.169610205,1.445925709,0.082291743,0.268914352,0.026701623
Pa875,4.917423608,3.321007123,1364.964686,0.845144441,3425.137074,1309.96539,4193.450987,48.90819387,6.463795018,25.32055013,0.001373334,0.175930156,0.93350273,26.27517348,0.014087787,1.951946646,1.46961619,0.13389155,0.309324906,0.026774427
H99,3.923998612,1.235869892,1403.836598,0.963703222,3705.438543,1230.892984,3707.766875,49.09001236,5.69676313,22.1822139,0.001990979,0.140703834,2.819386884,22.05145105,0.020150179,1.67997384,1.100723101,0.098773427,0.348092401,0.026818493
A239,4.000051194,3.188782833,1306.205792,0.721471952,3377.678096,1037.352439,3478.358941,55.3849121,6.918606126,22.01835464,0.002227278,0.124510677,2.012272467,26.0038225,0.012851356,2.862828385,1.565626901,0.118003567,0.420470216,0.02693052
CO125,3.641489141,3.213874727,1571.262474,1.178405778,4618.047347,1225.771809,4276.45414,72.28586662,5.410762113,22.46664831,0.00160259,0.153128049,3.174913611,23.55146066,0.018420839,1.811091348,0.655757861,0.147926565,0.386084787,0.02694258
Mo46,3.664003518,1.913761816,1475.540091,0.835236688,3467.757987,1148.798784,3132.381842,51.48286457,6.308427973,19.86693487,0.001685352,0.383963948,2.144876995,20.98262688,0.014928315,1.206621328,0.84552223,0.148657289,0.203021444,0.027030828
Tzi8,4.423292907,3.035675428,1502.986002,0.633239715,3626.241449,1075.906667,4192.887955,62.58242068,5.623951135,17.39071317,0.00124486,0.221476959,1.954033978,30.72705906,0.017427624,1.425433642,1.655460368,0.152772817,0.231136823,0.02707935
Ki14,3.637067607,2.638397758,1280.38388,0.623083065,2988.47557,1043.471343,4702.665912,71.17096212,5.575308886,15.57076492,0.000877968,0.135079276,0.992602792,19.00901537,0.012764541,1.147016934,1.983693362,0.187490083,0.197867511,0.027248978
IDS28,5.18276666,6.168078644,1437.393289,1.481327969,4324.971698,1289.460126,3992.728665,65.97057781,7.772342596,25.77823377,0.002635775,0.236444471,4.50831227,38.61488884,0.019080851,2.239110828,1.868221203,0.173785281,0.323583419,0.027360692
Wf9,4.256849321,1.829472238,1271.708499,0.551155511,3296.099317,1255.520497,4270.108219,34.36589443,6.228594851,24.35790273,0.001523284,0.51385025,1.683849182,22.8148119,0.016424381,1.641164584,1.942747597,0.058782295,0.150546263,0.02794549
IDS91,5.203209078,3.721453066,1642.591555,1.38176584,3929.911082,1081.57713,3569.361867,69.1530986,11.52985623,21.19580155,0.001963705,0.218395028,1.975212193,31.63584031,0.011708454,1.999474486,2.031699525,0.167805949,0.275043684,0.028031827
DE811,4.410356108,3.222181113,1412.932984,0.812173038,3821.270567,1126.709192,3901.198246,46.65506466,4.804982019,15.67963485,0.00129877,0.372288783,1.406397713,20.1489868,0.014765456,1.796474312,1.276483832,0.106698074,0.190730736,0.028033508
A619,4.450514775,2.795763325,1375.007101,0.590455094,2824.978805,1096.410486,3767.76615,57.30022043,6.570415541,26.00962331,0.001923585,0.243010766,2.116523827,27.97568765,0.014162168,1.173049769,1.320177798,0.13331817,0.267258344,0.028452529
CM105,4.340921279,2.241632591,1454.708311,0.715152607,3614.954999,1196.98514,3728.074224,36.6658817,6.021546581,19.59187208,0.001346042,0.469966753,1.797053445,19.64046265,0.017747328,1.197416166,0.683367107,0.070108935,0.385245404,0.028504433
CML323,3.986852889,3.428081014,1491.284271,0.680377988,3774.488197,1311.053392,4207.627632,72.44731265,6.603443136,26.03374165,0.001975558,0.347280122,0.825016045,23.94327573,0.014442599,2.107473202,2.023625377,0.139568297,0.13025944,0.028882095
4226,4.564449593,3.388260299,1504.537921,0.863386652,3997.635275,1527.775585,4750.557426,82.68050294,9.338164505,20.54070818,0.002064442,0.340907296,4.338144376,29.24293472,0.020999362,1.832327561,1.419975326,0.211579813,0.327536047,0.029414129
Tzi9,4.154521875,2.508332256,1489.976077,1.345598308,3612.670445,1149.521758,3687.952962,59.13345561,5.159081899,15.19499305,0.001642544,0.16738172,1.784381147,25.61677257,0.01677131,1.689977517,0.650494114,0.140947375,0.360977927,0.029428207
CI28AGoodman-Buckler,3.158970497,1.8030322,1388.007062,0.563523022,3285.116459,888.5046797,3128.880582,32.19950349,7.375578332,27.16427839,0.00088609,0.055377321,1.860900845,21.84527639,0.011397368,1.496651848,1.12413038,0.070752231,0.191872709,0.030062175
Ci90CGoodman-Buckler,3.790842834,2.781049202,1272.682384,1.037825229,3210.045177,1182.119827,3700.629967,66.7013438,6.225572111,19.12159172,0.00187152,0.170888169,1.897079977,23.32375724,0.023720459,1.871528065,1.054203249,0.137157747,0.437202685,0.030348163
CML52,3.656483701,2.207157323,1356.909965,1.012900885,2897.214764,923.8486761,3253.898047,46.54538405,5.679334037,19.70014414,0.001311811,0.319883312,1.14006101,17.25212941,0.01609853,2.559407607,2.690554037,0.125544504,0.179023392,0.030542812
VA102,4.187592489,2.511965135,1678.126421,0.861932314,3437.78111,1196.097821,3344.256493,57.56624363,5.163288302,22.20850814,0.001604412,0.517412752,3.002515674,21.58606996,0.015682795,1.860223192,1.404070721,0.109794655,0.329521644,0.031163606
Ki43,4.073774086,3.169526619,1698.931983,0.896460456,3660.773805,1323.287492,4904.045306,111.8262456,8.806475308,19.30375975,0.00117907,0.123513334,2.220207475,21.09268268,0.018673244,1.12449817,2.699478862,0.202344345,0.17042369,0.031305279
CI3A,3.84926894,6.534338068,1238.567571,1.273522619,3689.648317,1385.335658,4596.619071,107.4054246,4.320845557,23.68651859,0.001678262,0.203823985,2.356599968,23.82043705,0.023998684,2.004282169,2.919516421,0.278914562,0.505851692,0.031608254
C49A,4.485833121,4.889659521,1682.436676,0.648470834,3707.783579,1391.368111,4484.730553,55.90675467,6.970762237,30.28334203,0.001923272,0.597290182,2.906885508,29.51907723,0.016648793,1.55911857,1.232570535,0.150380752,0.419901096,0.031821048
K148,4.321623371,3.257721358,1469.745979,0.92561944,3723.103996,1192.829471,3158.724849,69.58137326,7.593050578,19.2376391,0.001316079,0.407068587,1.460739949,27.01950308,0.018384765,1.277744318,0.804818602,0.17300461,0.204232996,0.031926553
CML314,3.863684339,2.752646935,1295.017887,0.773320794,3300.148748,1124.701971,3536.543997,51.62947654,6.263661446,20.13629843,0.001121428,0.074037995,2.098710428,25.53855793,0.012415928,1.141909423,1.384741446,0.139046976,0.191231512,0.032219122
Oh43,4.636550428,4.175194509,1350.851966,0.784165368,2774.917633,1088.625975,3684.681471,45.66872261,5.825774826,19.38633061,0.001441741,0.31776956,1.888217727,22.62367505,0.013189503,1.626201922,1.973356109,0.124988843,0.359118671,0.032234764
KY228,4.123628825,3.155487679,1602.408917,0.846388862,4189.211948,1278.321553,4348.231895,64.50209928,6.706406408,22.32752964,0.001598423,0.118844847,2.248323852,22.0121829,0.01599037,1.925584068,1.810083371,0.125907792,0.140579135,0.032935406
Pa880,4.142254016,5.051332322,1590.324502,0.918370397,3961.905673,1185.941333,4107.225783,55.80064547,8.295079189,28.20395101,0.002343029,0.427640241,1.244210116,26.7083004,0.016803584,1.508830238,1.272747469,0.16367874,0.356113385,0.033100529
Pa91,3.66534127,1.336528745,1746.950939,0.494924243,3784.123962,1443.28718,3892.799345,118.5393311,9.299143855,22.32953851,0.001831338,0.256173505,2.487943779,31.27529268,0.014228936,1.792590229,2.741296865,0.201362752,0.293995302,0.033598234
Ia5125,5.730019767,6.931698338,1349.349934,1.318376109,3913.808204,1258.256277,6094.084931,112.044792,7.490627371,21.8421509,0.001613479,0.583354973,3.888234413,25.42518197,0.028005968,1.734171557,1.166836678,0.357798247,0.220396088,0.033745423
F7,4.287091798,3.587811367,1517.540223,0.782444147,3754.725503,1255.905954,4656.220957,77.58998755,12.02770756,32.09589644,0.002865806,0.129808209,3.316614764,33.57099805,0.022047183,2.504527432,0.893188667,0.187666172,0.549579395,0.033838497
B14A,3.835852039,2.841096998,1377.052665,0.842434896,3709.330117,1396.797113,4127.761817,41.863668,6.49793487,18.36445728,0.001460795,0.261109229,1.646361858,18.26102382,0.020551663,1.716524655,1.260092226,0.075848999,0.147670768,0.035164308
Va59,4.855857779,3.885050188,1436.11415,0.55908958,3610.606081,1050.680585,3941.157532,55.11091855,4.986345553,25.66518906,0.001613287,0.264094456,3.184143215,25.83166247,0.019462665,2.237273136,1.879867179,0.11024463,0.328748614,0.036956387
NC358,4.104314372,3.29012878,1356.696599,0.888016021,3447.654474,1079.574937,3818.745185,64.3780771,10.66254956,18.0044903,0.001105433,0.125926231,2.789204495,18.23222151,0.01749644,1.495346695,1.184933651,0.181290181,0.093638137,0.0372646
Sg1533,5.511915123,5.790432581,1510.602634,1.362780503,3959.661385,1070.141122,3338.262235,103.8938318,12.61308713,21.72355854,0.001569344,0.147249944,1.789465623,35.92137082,0.008033424,1.772391095,1.226903361,NA,0.222042042,0.037746889
4722,4.187014341,3.293986538,1384.747213,1.457692129,3863.166687,1304.557383,4137.763291,100.0287829,10.59119016,20.88742277,0.001463612,0.296093624,1.485770114,27.80443364,0.020357105,1.771246941,2.007892634,0.217870388,0.305368397,0.038229256
SC213R,4.66975313,4.155821285,1321.109545,0.907441081,3662.594591,1214.432127,4384.97992,55.93738461,7.548594251,18.03273818,0.001102417,0.287934432,2.250289648,22.34560717,0.015061845,1.214337474,1.104599288,0.165254897,0.29264982,0.040431671
NC33,4.052249395,2.5088915,1345.042647,0.57646563,4105.970626,1135.255336,3969.386076,29.18292219,7.693748531,13.72453032,0.001149369,0.135587898,1.6783251,26.51546993,0.013390579,1.466228611,1.448157259,0.069831244,0.249800977,0.042613001
MoG,4.321194801,2.778404126,1345.493947,0.674142571,3527.070981,1123.704954,4206.03957,60.00385307,5.8371202,19.01876804,0.001091794,0.175959382,1.17024066,22.01994327,0.014351582,1.226734445,2.562364384,0.129174637,0.192559394,0.043174886
Mo45,4.168718255,3.187060698,1292.306687,0.990399407,3064.965287,1124.489684,3452.134316,60.56095222,5.973867149,20.45780641,0.001758689,0.410221557,1.795272748,22.52554718,0.021481379,1.575272126,1.718376849,0.129106395,0.32235471,0.043457749
Mo17,4.426261458,2.412529931,1252.625973,0.710746362,3299.074479,1052.153575,4048.645016,44.04604568,6.226927297,21.15176026,0.001236492,0.105439387,2.314016761,22.09968763,0.013157639,1.604037073,1.453695493,0.116742748,0.418445233,0.044737418
NC344,3.656310417,2.956981708,1260.560568,0.545980822,3088.107581,1021.324829,3678.632561,55.33729051,5.703415513,15.44352125,0.00115511,0.13147617,1.729488644,19.80354513,0.01540952,2.187620834,1.481453735,0.1511108,0.232524748,0.044926061
I29,6.231009171,5.202983923,1747.87445,1.104621163,4702.716668,1090.749485,3563.292851,53.23881442,5.249963385,28.03139597,0.002255163,0.14818793,3.860843008,28.17826462,0.021075858,1.884882561,0.520064997,0.150589677,0.495171716,0.04600765
K4,4.212828603,5.262512148,1438.102089,0.858435308,3080.010403,1167.533294,3398.217853,37.45059195,6.067282278,16.58650211,0.001100933,0.207545453,0.766188514,22.71849837,0.016670729,2.398517469,1.620527514,0.147043872,0.260094642,0.046204915
Mo24W,5.076253544,5.898571506,1191.894333,0.89970513,3846.889675,1168.688662,3620.111551,85.65327646,3.787908117,15.96755454,0.001613414,0.200818044,3.319130395,21.34743692,0.014633846,2.340542869,2.803093467,0.229979034,0.326372358,0.048121767
Tzi16,4.378127337,2.680470909,1469.059482,0.813215238,3636.495117,1227.310925,3920.606529,52.15096527,6.038531925,21.50397068,0.000844123,0.131731517,1.25587174,30.25026978,0.010742684,1.328138843,1.948402285,0.134845119,0.107965166,0.04847491
N7A,3.796003294,2.266586834,1188.012868,0.614682024,2973.239438,1059.046677,3669.946288,29.2877887,3.594058966,16.9060618,0.000915338,0.379454285,2.229178787,20.34128792,0.012020538,1.452189425,1.50003737,0.054324416,0.428992674,0.049520047
B77,4.800577322,1.641732121,1182.188054,0.827963731,3308.039015,1032.950706,4528.728974,57.94535977,5.004995125,19.88812376,0.001251786,0.288606919,1.757754867,20.59899079,0.013202872,0.905883963,2.047599356,0.122565122,0.325787413,0.051044805
A556,4.43741636,1.636657619,1225.041101,0.629788022,3086.018577,1040.760501,3923.307417,32.85963186,6.725965502,21.13893995,0.001162742,0.128772615,2.32461071,21.1598544,0.011607872,0.96828887,1.67236397,0.081216954,0.343593815,0.054120324
Oh40B,5.313780239,2.457012801,1366.801424,1.378643007,3494.934801,1241.846233,4697.634836,51.6419042,6.090195241,24.86260742,0.002274459,0.115931915,3.915290603,26.21641988,0.018798737,2.587607266,1.923831216,0.098052783,0.669521586,0.055115413
N28Ht,4.081516147,3.159937397,1462.01401,0.723037118,3300.341407,989.4356554,3521.207296,55.85519049,5.538530466,18.98519534,0.001215656,0.574491135,1.320902471,29.67440345,0.016671622,1.121905317,1.398495868,0.166992181,0.229064457,0.055359768
R109B,3.849925252,2.180662401,1200.725963,0.6254253,3061.919639,1100.061054,3884.351633,85.13652061,3.601840622,29.75754985,0.00129874,0.193911017,2.050469589,23.66644881,0.011103703,1.671374912,0.979866573,0.197712058,0.211776008,0.059622305
C103,4.473271791,1.819132341,1245.711189,0.611644904,3815.662231,1062.280991,3937.983506,62.98881706,5.686853964,21.20640105,0.002034302,0.170498432,2.498073565,21.00309097,0.017172306,2.756438218,1.528907933,0.096269382,0.373671549,0.059894445
Il14H,5.360893454,4.337168374,1475.362178,0.811284352,4549.439208,1351.937084,6296.845637,69.12990576,7.012338506,24.02558893,0.001355564,0.078288254,1.524108496,23.00689248,0.019738907,2.017492131,2.650050373,0.180773594,0.304756458,0.061479292
Mt42,4.617849149,4.330786568,1449.890833,0.880484907,3089.054914,1021.185589,4010.436878,84.56348204,4.187538879,21.73280123,0.002053855,0.206044537,1.361586178,25.40535746,0.022485577,1.656615575,1.132384117,0.276772676,0.327289582,0.061750604
Sg18,5.984235897,7.514337737,1546.907219,1.09712374,3775.947517,1063.246052,3238.925157,84.20235572,10.09791863,22.80407226,0.002141025,0.261744018,2.437381732,34.89883217,0.027610634,2.194554685,1.746698536,0.235571791,0.367212495,0.062640534
Ki21,3.82429678,1.973122108,1300.018724,0.623379417,3126.827902,1051.380143,4158.084935,55.84863179,5.480867786,18.45862327,0.001033433,0.076867854,3.200685872,24.95690543,0.011395124,2.048327109,1.284386835,0.149120107,0.303558927,0.065359075
B75,4.513885024,1.903752341,1501.242709,0.761578249,3192.828212,1341.945481,3988.859373,58.02465102,5.160345737,21.00027205,0.001382262,0.218872966,1.066286923,26.16149298,0.012491193,1.322400178,1.200674777,0.134954842,0.302596594,0.066658546
A661,3.714229784,2.68571365,1423.891009,0.830003229,3063.891254,1153.829932,3695.528298,51.65453027,4.456386516,18.43377309,0.001452121,0.489855828,2.689755468,20.51972427,0.017935656,1.338471282,1.754259878,0.109785555,0.374684562,0.067461248
GT112,4.871588666,6.038472106,1489.623363,1.770656615,3824.98734,1403.018266,4531.07584,139.077316,12.58597768,21.38430978,0.002035915,0.537032673,5.443438326,29.35674837,0.023906494,1.717346802,1.065632991,0.314157832,0.13200049,0.06760277
H84,4.640916599,2.495760976,1416.53055,0.550383984,3449.092806,1104.95965,3321.011609,49.70399164,4.559866341,16.48855583,0.000928593,0.208752885,1.904291766,25.45401049,0.009602192,1.527081415,1.094187545,0.095707195,0.048656374,0.068224845
NC258,4.631781883,2.814747569,1314.229248,0.768863513,3185.52753,1115.588023,3729.647637,47.68624644,6.124659346,18.8691544,0.001605541,0.205004989,2.116889533,23.34782937,0.014803656,1.47443211,1.68762676,0.083118093,0.19077918,0.068613358
NC362,4.549622307,3.43853885,1248.630224,0.723364752,3202.847033,1171.649448,3561.344384,39.02571357,4.037728176,22.62108436,0.001380287,0.171660712,1.643302491,21.80645661,0.016751069,1.911562554,1.039384682,0.12697197,0.200272521,0.068711937
Tzi11,3.945688328,2.704244632,1150.649835,0.720193535,3484.425996,923.2177725,4248.396906,64.26946043,4.479850259,18.64587933,0.001113874,0.120376022,2.598442137,21.47033212,0.016344171,1.563742889,1.478420814,0.172376448,0.420333625,0.068960021
NC290A,4.814030498,3.33955659,1380.086487,0.94343232,3041.203482,1230.97564,3691.832852,72.98275349,4.797659268,23.2120579,0.001308731,0.266731529,2.679294693,24.81357537,0.011719178,1.806711807,1.279423294,0.195089646,0.210758609,0.075745045
C123,4.206106332,4.70670513,902.0377883,0.976478868,3279.193619,1044.398994,5008.256852,59.20788202,3.046458916,16.18836708,0.001786731,0.390935923,1.712591103,18.32425989,0.01823234,1.394258846,1.635415009,0.202574798,0.246345232,0.077855763
Ky21,3.815687164,1.894675464,1420.757374,0.514044192,3266.941953,989.5613343,4244.515649,86.5988496,5.072550486,17.10060484,0.000866979,0.076631064,3.234448674,23.06269788,0.013790325,1.716299334,1.183985914,0.193682155,0.340734732,0.078709858
NC342,3.84336198,2.694184097,1422.702016,0.47355781,3263.9778,1101.274135,3768.925182,52.2621047,6.013032829,20.5668075,0.001299451,0.272468498,2.506969516,22.84783903,0.015272102,1.114798472,1.894554395,0.12256549,0.187050628,0.078754924
