plate,numinSet,sample,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,isIBM,pedigree,znum,PlotID,pop,SampleWeight,B11,Na23,Mg25,Al27,P31,S34,K39,Ca43,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Sr88,Mo98,Cd111
54,237,10PU0719,258,2814,5,9,6,6,258,NA,(B73×Ky21)S5 Sib,Z014E0145,10PU0719,14,97.21,7.632152801,7.901564723,1084.622083,1.513213668,4195.322095,2071.557992,6805.560823,78.55273015,4.055424236,22.89296101,0.002438342,0.506172644,3.356220279,29.59159461,0.040475379,1.86820685,0.591775354,0.227945935,0.430919358,0.507541665
34,151,10PU0793,167,1760,3,6,4,10,488,NA,(B73×Ky21)S5 Sib,Z014E0010,10PU0793,14,178.984,4.1199659,3.490861082,1063.231301,1.093736147,3504.855742,1193.548599,4772.778131,114.9939969,5.260918851,20.66093104,0.00152317,0.25909778,2.970863163,31.13447641,0.024871358,1.360815469,0.527454874,0.368637934,0.302890335,0.468946735
54,244,10PU0719,272,2828,5,9,6,6,272,NA,(B73×Ky21)S5 Sib,Z014E0145,10PU0719,14,88.313,7.954131415,12.11062417,846.5506183,1.886175004,3275.917022,1799.496461,5588.662631,97.23404275,4.179464186,15.24887862,0.002764402,0.3671476,3.626511821,24.32995928,0.044808736,2.50174673,0.674708932,0.219801504,0.316336852,0.461656761
84,202,10PU0748,225,4386,7,14,6,12,546,NA,(B73×Ky21)S5 Sib,Z014E0094,10PU0748,14,230.841,3.687098735,1.681832378,1194.318626,0.612127898,3420.077468,1247.699726,4049.536897,94.41479551,7.889441835,18.46839781,0.001360175,0.098199816,5.232060558,20.46939975,0.016369289,1.296926956,0.410314928,0.107878773,0.302226017,0.421424017
2,48,10PU1409,54,54,1,1,2,2,54,MO159,IBM,Z017E0131,10PU1409,17,304.399,5.466147827,6.484772105,1138.171546,1.651405277,3276.942618,1188.120481,5019.171573,66.63114252,4.941774786,21.32327238,0.001244293,0.231336671,3.022774857,37.16229368,0.015262342,0.963022413,0.268729712,0.204063887,0.286491768,0.420083831
12,237,10PU0719,258,578,1,2,6,12,578,NA,(B73×Ky21)S5 Sib,Z014E0145,10PU0719,14,164.75,4.551934132,6.835858977,1100.590328,1.270710233,3142.647662,1169.966498,4581.666456,93.48605077,3.67155974,23.39138989,0.001198973,0.369169096,3.202729112,28.31518968,0.019597358,1.022892218,0.363810951,0.389521376,0.410917051,0.411478857
54,277,10PU0730,320,2876,5,9,6,6,320,NA,(B73×Ky21)S5 Sib,Z014E0114,10PU0730,14,140.366,5.195533485,5.712650403,1296.768994,1.30523136,4042.65285,1541.897244,6464.274696,104.1159058,6.140179297,28.27084706,0.001606048,0.066816807,3.493022157,29.07165119,0.028295362,1.823321576,0.60470724,0.2109064,0.399519534,0.404167191
30,277,10PU0718,320,1592,3,5,6,6,320,NA,(B73×Ky21)S5 Sib,Z014E0076,10PU0718,14,184.502,4.747955559,5.854482875,1002.448073,1.831609141,3207.337382,1100.563183,4518.640744,153.2018146,4.039818438,21.6847275,0.001499516,0.170449667,4.11692146,29.4242108,0.022660888,1.373679415,0.279329074,0.529151134,0.529121933,0.388044213
48,266,10PU0832,296,2531,4,8,6,12,617,NA,(B73×Ky21)S5 Sib,Z014E0009,10PU0832,14,315.451,4.47009786,2.240224072,1080.9104,0.429034238,2976.961062,1019.576124,3476.183595,48.33652693,3.550291517,15.28113748,0.000962258,0.26062407,3.505256006,17.55992297,0.014706425,1.161803242,0.334541434,0.107031869,0.337110055,0.383334548
34,138,10PU0793,154,1747,3,6,4,10,475,NA,(B73×Ky21)S5 Sib,Z014E0010,10PU0793,14,207.363,4.580920496,2.76981719,1226.793978,0.87767757,3727.095254,1255.889612,4945.041007,113.4759679,5.854495304,21.93037273,0.00095337,0.214718067,2.81053175,27.11922016,0.020168314,1.10725383,0.427772525,0.317740818,0.342644997,0.37176283
12,244,10PU0719,272,592,1,2,6,12,592,NA,(B73×Ky21)S5 Sib,Z014E0145,10PU0719,14,161.016,5.200469883,6.056243765,1082.737628,1.262014335,3239.810648,1253.646732,5083.761453,98.04521167,3.973456742,21.48735718,0.000972247,0.362819306,2.500674127,26.35795684,0.023375683,1.257790775,0.413892925,0.412647155,0.393345166,0.365522719
62,22,10PU0825,25,3223,6,11,2,2,25,NA,(B73×Ky21)S5 Sib,Z014E0029,10PU0825,14,230.283,3.428662343,1.265062305,1254.126553,0.494334129,3270.294885,1285.452663,3568.75488,106.5041602,5.22470298,15.06423743,0.001006553,0.137649143,3.007535167,17.9239052,0.011997244,1.426986134,0.562405476,0.168621975,0.35282055,0.355602585
87,126,10PU0825,142,4624,8,15,3,3,142,NA,(B73×Ky21)S5 Sib,Z014E0029,10PU0825,14,264.755,4.678428768,1.82096875,1246.919301,0.606906294,2690.645939,1288.253306,4167.525398,96.35793631,4.517870864,16.36712925,0.000749308,0.154521358,2.610339467,18.68082664,0.013458339,1.009480558,0.715431684,0.148011034,0.324874016,0.351969257
6,266,10PU0832,295,295,1,1,6,6,295,NA,(B73×Ky21)S5 Sib,Z014E0009,10PU0832,14,302,4.502573978,4.188418964,1018.616836,0.651199346,2434.810621,988.6840818,3472.724068,75.65409758,2.992758835,13.81399958,0.000887477,0.252886005,3.486324238,15.37003849,0.012350299,1.382101089,0.316348379,0.367846007,0.313773822,0.336973926
11,195,10PU0759,217,537,1,2,5,11,537,NA,Ky21,Z027E0154,10PU0759,27,253.894,3.546205291,2.887063417,1310.897236,0.823600844,3048.80823,932.356054,3925.018478,104.5600215,7.368158321,14.60598355,0.000744612,0.110033275,5.469434017,20.8371788,0.014977336,0.977666071,0.434539924,0.189462561,0.330460825,0.33171822
87,99,10PU0825,118,4600,8,15,3,3,118,NA,(B73×Ky21)S5 Sib,Z014E0029,10PU0825,14,275.611,5.128821828,1.189751919,1187.374393,0.971287702,2585.801406,1264.893117,4335.131967,59.85285572,3.913220773,15.32337137,0.00079704,0.14955645,2.523298193,17.9809621,0.016146837,0.970734394,0.81526715,0.087459003,0.347818912,0.310992492
87,188,10PU0730,206,4688,8,15,3,3,206,NA,(B73×Ky21)S5 Sib,Z014E0114,10PU0730,14,269.13,4.415928295,1.28595798,1327.961789,0.765317152,2722.10025,1249.083743,4490.665378,52.94231426,6.509837752,23.4008247,0.000931083,0.142558492,2.978754797,33.34010641,0.013107873,0.99473801,0.374705034,0.074053938,0.256637917,0.310226431
67,38,10PU0732,43,3562,6,12,1,7,364,NA,(B73×Ky21)S5 Sib,Z014E0041,10PU0732,14,224.643,3.442681818,1.045180326,1468.014099,0.597306942,3440.294307,1202.45672,4670.886915,137.5121739,6.197969722,21.8817145,0.00159711,0.218028339,3.268864443,23.00412337,0.010830865,1.238754242,0.313491327,0.196162617,0.243081771,0.308902011
13,6,10PU0690,8,638,2,3,1,1,8,NA,(B73×Ky21)S5 Sib,Z014E0017,10PU0690,14,227.432,4.228584808,3.181228884,1439.805892,0.741781917,3551.84983,1198.991371,4882.796502,138.3454855,8.6912608,15.6635734,0.001309586,0.242287596,2.761292779,19.68690757,0.014194349,0.734652744,0.33170647,0.268640287,0.354416715,0.308722029
52,177,10PU0746,192,2748,5,9,4,4,192,NA,(B73xKy21)S5 Sib,Z014E0130,10PU0746,14,222.927,5.147389568,2.399151818,1158.041492,1.038097636,3477.52268,1243.497687,4655.053526,89.25319216,5.323992311,18.99204371,0.001641307,0.414823123,3.274858838,22.57145781,0.017831244,1.100993795,0.722178963,0.175460263,0.24817749,0.302070365
77,193,10PU0787,215,4055,7,13,5,5,215,NA,(B73×Ky21)S5 Sib,Z014E0052,10PU0787,14,243.614,4.62647912,1.149302008,1348.37464,0.865760312,3415.54758,1151.148485,4508.565815,30.59487296,3.858164562,23.52264791,0.001649249,0.179509059,3.269192305,30.31206483,0.016361739,1.467300094,0.541775239,0.025983237,0.242102108,0.302048706
70,137,10PU0792,153,3672,6,12,4,10,474,NA,(B73×Ky21)S5 Sib,Z014E0025,10PU0792,14,219.877,2.617291446,1.018338905,1305.500741,0.516135369,3648.348742,1134.016964,4335.860883,47.51666796,4.798739842,20.18251731,0.001121593,0.40865609,2.742817847,19.96306623,0.006993624,1.217049946,0.652470217,0.086015524,0.238870801,0.292193597
13,27,10PU0690,38,668,2,3,1,1,38,NA,(B73×Ky21)S5 Sib,Z014E0017,10PU0690,14,171.786,4.638298375,5.362122716,1299.950088,0.996858287,4462.497958,1393.59375,6028.8524,78.26793557,6.220761408,17.49799999,0.002079408,0.261943338,2.205010944,27.77918334,0.014381013,1.20640394,0.455012752,0.217049407,0.39107783,0.28834118
51,101,10PU4169,116,2672,5,9,3,3,116,NA,T232,Z027E0249,10PU4169,27,267.288,3.946142782,3.211000121,1311.470207,0.742081119,3575.682646,1022.806326,3481.054596,76.82781043,8.345603243,23.80130037,0.001569836,0.409351035,3.016443148,27.12729691,0.014171808,0.869153257,0.841933403,0.137217008,0.174441116,0.282068443
28,137,10PU0792,153,1425,3,5,4,4,153,NA,(B73×Ky21)S5 Sib,Z014E0025,10PU0792,14,274.438,3.968760034,1.408823596,1341.665838,0.566341511,3701.039564,1286.289333,5080.216169,77.75513616,5.412139553,21.35630676,0.00111733,0.446770107,2.649616456,23.055564,0.011277119,0.911489269,0.801990324,0.147371294,0.232678562,0.279887103
62,11,10PU0825,3,3201,6,11,2,2,3,NA,(B73×Ky21)S5 Sib,Z014E0029,10PU0825,14,284.248,3.453306115,1.111488426,1181.671756,0.518621602,3483.32002,1322.524752,4606.288323,54.24895349,3.55219515,15.5557864,0.000852211,0.129453408,2.263789521,18.45584793,0.012096233,0.710963228,0.768820961,0.067614025,0.354449906,0.27840918
4,152,10PU0821,166,166,1,1,4,4,166,NA,(B73×Ky21)S5 Sib,Z014E0057,10PU0821,14,183.05,3.889018447,2.713196463,1218.81267,0.957640999,3846.088989,1244.36114,6932.711492,72.7878467,4.821463174,18.80745067,0.001294172,0.197255347,2.264478643,26.69883375,0.019358549,1.412110986,0.381668131,0.225812059,0.516041551,0.27745468
54,268,10PU0730,298,2854,5,9,6,6,298,NA,(B73×Ky21)S5 Sib,Z014E0114,10PU0730,14,260.02,3.976405329,3.254861187,1220.392194,0.584705526,3332.275047,1188.000801,4004.699915,53.90477639,6.136671366,25.42310009,0.000925233,0.092448533,2.323858929,26.72653274,0.016453863,1.133739615,0.365818301,0.107925466,0.26607536,0.275410103
73,28,10PU0843,37,3877,7,13,1,1,37,NA,Ky21,Z027E0154,10PU0843,27,207.372,3.913604432,0.989921118,1420.939883,0.525494445,3651.1831,1002.054402,4337.725078,124.7202902,6.830027604,18.4816713,0.001277731,0.072188234,5.396808862,26.6982707,0.0189673,1.170026129,0.26642399,0.254810297,0.399388583,0.275291331
12,268,10PU0730,298,618,1,2,6,12,618,NA,(B73×Ky21)S5 Sib,Z014E0114,10PU0730,14,258.294,3.809796878,3.869277742,1162.924391,0.563864398,2774.248938,1214.098785,4464.794329,77.45025011,5.796334667,26.07026957,0.00085399,0.095859381,2.741193667,26.87618299,0.014514726,1.730802287,0.342292172,0.315435863,0.270072042,0.273047705
68,74,10PU0768,93,3612,6,12,2,8,414,NA,(B73×Ky21)S5 Sib,Z014E0080,10PU0768,14,174.985,3.385337128,1.187772799,1338.684842,0.475704125,3811.160313,1184.227322,4216.058782,129.7618779,9.232441947,21.53523007,0.001874631,0.233343825,3.696820801,24.48464207,0.00817166,0.899127953,0.585343701,0.164520296,0.322242335,0.271969549
50,42,10PU0703,47,2603,5,9,2,2,47,NA,(B73×Ky21)S5 Sib,Z014E0189,10PU0703,14,193.118,4.59787721,3.573622319,1052.052744,0.793325223,3316.868403,1146.771522,4274.07856,30.93010346,4.607285989,19.60831602,0.001360103,0.289674365,2.866693361,25.57229847,0.02137158,1.286367978,0.552895553,0.072078198,0.471840799,0.266689574
54,267,10PU0711,297,2853,5,9,6,6,297,NA,(B73×Ky21)S5 Sib,Z014E0016,10PU0711,14,52.684,12.47312673,14.22526933,1914.869876,2.338641934,5092.501315,2956.638659,8015.778492,417.9887415,14.73349708,38.06814806,0.004176818,0.188702298,4.40921541,41.85805872,0.072745699,3.916940264,1.064002623,0.707132512,1.023094791,0.265092216
50,55,10PU0703,60,2616,5,9,2,2,60,NA,(B73×Ky21)S5 Sib,Z014E0189,10PU0703,14,194.328,4.423977951,3.634489664,1162.730527,0.774142267,3666.338577,1235.030865,4566.631792,28.46498501,4.352098461,20.5972413,0.001469401,0.307336839,2.927175622,26.08856056,0.020880618,1.546613212,0.578322283,0.066583997,0.521895969,0.263273142
85,59,10PU0707,56,4538,8,15,1,1,56,NA,Ky21,Z027E0154,10PU0707,27,348.14,4.230846681,1.12953101,1346.303527,0.503910553,2830.651302,1016.442821,4306.283364,76.62442815,6.231628618,15.63158677,0.000912109,0.105358107,4.148429624,26.44839478,0.015060193,0.769535698,0.606510648,0.115997654,0.438335879,0.262699272
52,176,10PU0746,193,2749,5,9,4,4,193,NA,(B73xKy21)S5 Sib,Z014E0130,10PU0746,14,110.658,5.394197774,6.399976823,1079.310193,1.677893006,3716.296974,1362.927961,5748.541193,216.4354357,6.990706154,16.55669656,0.002564298,0.549070309,3.272354179,22.85046657,0.036818678,1.7761056,0.8908194,0.422414889,0.371251514,0.261495425
2,11,10PU0745,3,3,1,1,2,2,3,NA,Ky21,Z027E0154,10PU0745,27,189.025,3.773388276,4.441742569,1392.046959,1.211828935,4183.549406,1105.810022,3979.260754,195.5359896,8.675656205,15.41068789,0.001397802,0.080255291,5.348770849,24.89521937,0.016973496,0.625583908,0.428883946,0.466121668,0.450375869,0.260285423
76,151,10PU0793,167,4007,7,13,4,4,167,NA,(B73×Ky21)S5 Sib,Z014E0010,10PU0793,14,247.866,3.992748388,0.832629701,1238.416758,0.610083396,3412.554004,1082.286583,4507.970698,56.98960265,5.581448174,19.73395045,0.001514622,0.300186126,2.900211487,23.07192378,0.016775771,1.166667433,0.618226822,0.130550349,0.306947211,0.257800075
42,215,10PU0748,229,2143,4,7,6,6,229,NA,(B73×Ky21)S5 Sib,Z014E0094,10PU0748,14,197.575,4.082361415,4.475242057,883.9549737,0.997245387,2745.94931,1102.448157,4636.773779,80.63620948,5.277549161,16.17535377,0.001289038,0.09871031,3.491833448,16.99550032,0.020010751,0.685726067,0.867187356,0.21262066,0.390345896,0.257736265
53,195,10PU0759,217,2773,5,9,5,5,217,NA,Ky21,Z027E0154,10PU0759,27,254.87,4.258363572,2.747451927,1344.549393,0.535342792,3648.851399,965.2506761,4339.111801,52.42516136,6.550945424,15.05885206,0.000923591,0.103005303,3.409614908,23.43141739,0.016523581,1.236996772,0.514754588,0.097245179,0.448340476,0.254507431
24,210,10PU0857,235,1186,2,4,6,12,556,NA,(B73×Ky21)S5 Sib,Z014E0008,10PU0857,14,262.371,4.059819279,2.913230044,1220.786127,0.562466692,3356.237034,1062.421412,4180.782142,72.05175773,3.995139607,18.39746831,0.001051687,0.267434236,2.632044668,20.25268088,0.013998431,1.231979224,0.430608178,0.154637995,0.248855477,0.253888077
20,46,10PU0707,52,1003,2,4,2,8,373,NA,Ky21,Z027E0154,10PU0707,27,169.354,4.810405225,4.353939074,1103.411589,0.526176401,4009.539336,1404.084263,5525.316466,94.5963239,5.829916074,20.92482741,0.001524892,0.462250637,3.680154066,22.96601336,0.009885819,1.26555655,0.664576114,0.212877966,0.484795277,0.252654868
76,182,10PU0710,213,4053,7,13,4,4,213,NA,(B73×Ky21)S5 Sib,Z014E0119,10PU0710,14,310.317,4.504499641,0.835728948,1131.326628,0.489247908,3164.250978,1132.877242,3814.33895,35.59263875,4.014792524,24.18470921,0.001509182,0.314525442,1.931061557,22.06953698,0.014460058,1.294488349,0.355330517,0.030259908,0.359183362,0.251428287
35,193,10PU0787,215,1808,3,6,5,11,536,NA,(B73×Ky21)S5 Sib,Z014E0052,10PU0787,14,242.717,5.09714996,4.523217107,1394.232553,1.797949072,3633.312075,1202.988049,5118.378176,77.29586769,4.286025601,25.43867321,0.001606594,0.224125529,3.229065714,29.55018547,0.011437325,1.082787663,0.577528811,0.263397742,0.23994805,0.251313516
70,152,10PU0792,166,3685,6,12,4,10,487,NA,(B73×Ky21)S5 Sib,Z014E0025,10PU0792,14,251.824,3.106372732,0.874140359,1423.279217,0.771981782,3894.217095,1336.121747,4925.529148,50.44292579,6.26694998,22.49014935,0.001539644,0.698161042,2.663433784,20.69818535,0.007767188,1.303957481,0.579103742,0.065012782,0.255942793,0.2464315
31,37,10PU0779,42,1635,3,6,1,7,363,NA,(B73×Ky21)S5 Sib,Z014E0085,10PU0779,14,283.842,3.941083729,1.726592138,1174.35324,0.406140008,3552.830925,1235.481333,5659.42753,70.68251833,5.622761351,18.66560967,0.000747321,0.399228989,3.536253451,30.42815259,0.009623125,0.906924963,0.570037194,0.147024082,0.263124401,0.246300515
77,224,10PU0787,249,4089,7,13,5,5,249,NA,(B73×Ky21)S5 Sib,Z014E0052,10PU0787,14,181.953,4.777617551,1.324449304,1382.271485,0.720667477,3713.764724,1331.659544,5819.452496,38.27004408,3.738168509,23.6487518,0.001927936,0.182066407,3.910462545,31.26349616,0.022036054,1.082477738,0.753044733,0.026486559,0.270763618,0.246114691
6,209,10PU0728,236,236,1,1,6,6,236,NA,(B73×Ky21)S5 Sib,Z014E0138,10PU0728,14,309.295,4.234235083,2.340232997,1282.69403,0.634239286,3030.551905,1192.427665,4461.342688,132.2966657,7.778221091,19.8835416,0.000979285,0.113584559,4.408183027,23.07595951,0.015223919,1.406280043,0.36835854,0.362058068,0.281428553,0.241543804
48,279,10PU0832,318,2553,4,8,6,12,639,NA,(B73×Ky21)S5 Sib,Z014E0009,10PU0832,14,214.919,5.690908656,4.147928954,1049.716605,0.658078954,3712.034183,1260.102909,5287.457606,59.04997538,3.334757358,14.75664617,0.001285465,0.258116931,2.752420517,20.41245808,0.019061269,2.026524365,0.295917571,0.166604749,0.421160114,0.240906163
61,93,10PU0686,104,3302,6,11,1,1,104,NA,(B73×Ky21)S5 Sib,Z014E0071,10PU0686,14,227.07,3.054441428,1.304467088,1155.506545,0.670014596,2714.36509,946.7753703,3503.542777,55.38676591,4.677070603,14.10974304,0.001385391,0.246347738,2.42443683,15.63039276,0.010255277,1.411396992,0.266217382,0.108263149,0.32014714,0.240603103
68,87,10PU0768,97,3616,6,12,2,8,418,NA,(B73×Ky21)S5 Sib,Z014E0080,10PU0768,14,231.498,3.611083723,0.707194864,1231.317522,0.461710396,3163.507863,1186.624687,3854.704398,55.20997839,7.745747731,21.09456879,0.001700398,0.23689916,3.610307195,26.29763148,0.007931616,0.799480788,0.553369546,0.05716423,0.316026069,0.239402826
42,202,10PU0748,225,2139,4,7,6,6,225,NA,(B73×Ky21)S5 Sib,Z014E0094,10PU0748,14,217.749,4.113085101,4.808627407,995.8696182,2.730933211,3231.105735,1230.501323,4588.21962,65.93423601,6.007693711,16.41403049,0.001544606,0.104177318,3.238410754,21.53019724,0.017999335,0.848968629,0.803693189,0.153417834,0.394811232,0.236898283
55,6,10PU0690,8,2885,5,10,1,7,329,NA,(B73×Ky21)S5 Sib,Z014E0017,10PU0690,14,217.004,4.437174783,4.396908681,1252.891445,0.703444467,3354.429111,1255.479065,5338.521677,46.89831948,5.609621894,14.69138874,0.001450733,0.220391767,2.003913622,20.75343505,0.018216578,1.121765603,0.416911192,0.107880802,0.35564568,0.236287404
9,132,10PU0734,135,455,1,2,3,9,455,NA,(B73×Ky21)S5 Sib,Z014E0003,10PU0734,14,194.896,4.515734373,4.7449871,1292.499546,0.86423827,4005.701631,1289.485255,4809.801361,116.5187913,5.507363605,18.3106979,0.001571021,0.164427527,3.854516482,25.27146991,0.016294052,1.33849069,0.323914123,0.344460296,0.406120805,0.235526627
65,220,10PU0709,245,3443,6,11,5,5,245,NA,(B73×Ky21)S5 Sib,Z014E0059,10PU0709,14,244.076,3.449363122,1.116687077,1312.328991,0.782390417,3074.352751,1012.514619,3492.229203,66.86347242,4.434077734,22.47639156,0.001220283,0.215818934,3.082049742,23.0917583,0.009684321,1.223941732,0.431177313,0.113025389,0.498491334,0.23466364
67,5,10PU0714,9,3528,6,12,1,7,330,NA,(B73×Ky21)S5 Sib,Z014E0002,10PU0714,14,352.157,3.64483658,1.278667839,1123.669148,0.554486549,3260.945198,951.5468443,4088.330672,27.68622664,2.88478612,16.257658,0.000835308,0.094548751,3.196612867,20.53330089,0.010020151,1.13129546,0.432361168,0.030836974,0.351394876,0.234367319
76,140,10PU0737,156,3996,7,13,4,4,156,NA,(B73×Ky21)S5 Sib,Z014E0172,10PU0737,14,174.889,4.383429932,1.380777366,1232.016333,0.707291148,3978.010735,1144.676766,6008.241656,46.65419499,4.766998947,18.51249294,0.001883548,0.327797387,2.80856163,22.44694361,0.024267855,0.833406634,0.460844178,0.047532608,0.254674777,0.231807749
46,152,10PU0821,166,2401,4,8,4,10,487,NA,(B73×Ky21)S5 Sib,Z014E0057,10PU0821,14,220.737,4.024260665,4.302183309,1390.325564,1.031027028,3761.645533,1125.724272,4810.781011,100.9742455,5.326197257,21.14082675,0.001226306,0.252390319,2.594024795,20.82020071,0.019614968,1.122545557,0.338597185,0.248164378,0.428514655,0.231807152
53,222,10PU0759,247,2803,5,9,5,5,247,NA,Ky21,Z027E0154,10PU0759,27,308.157,4.291122244,3.456310571,1275.909907,0.557454325,3590.918737,1007.913728,4099.316842,84.24750524,6.637784229,15.46281156,0.001155701,0.138754754,2.967559687,21.22596072,0.014812393,1.127730245,0.334705303,0.136129622,0.350571197,0.231640213
79,2,10PU0879,13,4174,7,14,1,7,334,NA,(B73×Ky21)S5 Sib,Z014E0024,10PU0879,14,146.32,5.687344082,2.228734083,1473.072561,0.831676773,5552.399351,1578.273645,8512.407581,59.34919172,5.755825552,19.97022602,0.002594353,0.193494949,3.165566063,26.90010203,0.026989352,1.299821297,0.883873425,0.042481487,0.516195711,0.231188219
72,268,10PU0718,298,3817,6,12,6,12,619,NA,(B73×Ky21)S5 Sib,Z014E0076,10PU0718,14,164.889,4.015212083,1.904221694,944.9898866,1.462474003,3443.751594,1048.466567,4462.198327,68.36753501,4.33304772,20.43056744,0.001813939,0.160490971,2.710442769,24.81734465,0.005719433,1.107600184,0.314534548,0.117872387,0.528057078,0.230746196
67,28,10PU0714,37,3556,6,12,1,7,358,NA,(B73×Ky21)S5 Sib,Z014E0002,10PU0714,14,310.689,5.794304221,0.929134076,1252.531025,0.749682701,3595.752824,1180.503895,5193.198664,53.92156461,3.310404321,16.75953601,0.001095236,0.107103905,2.968138338,24.49466147,0.020439439,0.922413908,0.541819132,0.049698845,0.335391224,0.227141626
8,42,10PU0703,47,367,1,2,2,8,367,NA,(B73×Ky21)S5 Sib,Z014E0189,10PU0703,14,229.713,3.95180552,3.11680483,1139.441667,0.819395382,3070.684425,1118.044047,4406.639074,60.63069994,4.201347442,19.03621179,0.001279105,0.267969236,2.664730421,24.74947713,0.017732028,1.145274401,0.485015843,0.321339632,0.481729471,0.224244495
85,38,10PU0707,43,4525,8,15,1,1,43,NA,Ky21,Z027E0154,10PU0707,27,329.043,5.126998255,1.694248702,1434.277245,0.494473223,3059.833549,1140.797412,4729.720272,89.5319878,6.843533205,17.38977765,0.001118046,0.116299933,4.23354663,28.63050055,0.016576767,0.813411392,0.658366243,0.123266196,0.475481081,0.223756909
76,138,10PU0793,154,3994,7,13,4,4,154,NA,(B73×Ky21)S5 Sib,Z014E0010,10PU0793,14,222.514,4.390915726,1.16685983,1082.876489,2.476295007,3156.272354,1022.50638,4765.378907,55.05943199,4.860279056,15.69898918,0.001811897,0.131646067,2.55301202,21.17509611,0.01966069,1.114515996,0.538666493,0.072877846,0.301359456,0.223443297
10,176,10PU0746,193,513,1,2,4,10,513,NA,(B73xKy21)S5 Sib,Z014E0130,10PU0746,14,147.261,4.567045012,4.855719575,1110.091961,1.732128325,3209.415108,1234.018362,4847.719611,140.4795981,6.039285289,17.73389534,0.001491229,0.579274631,3.315064376,21.74483124,0.022771013,1.108564524,0.696393312,0.541684767,0.418608695,0.222004432
52,169,10PU0668,200,2756,5,9,4,4,200,NA,(B73×Ky21)S5 Sib,Z014E0045,10PU0668,14,260.008,4.282949405,2.565772585,1247.330061,0.578415213,3215.926891,1104.654515,4808.575022,89.36853972,7.124977727,18.13186943,0.001480627,0.495791241,3.803936423,24.327142,0.016656837,1.445514479,0.860582746,0.17276682,0.439257191,0.221956016
44,22,10PU0745,25,2260,4,8,2,8,346,NA,Ky21,Z027E0154,10PU0745,27,197.722,4.196343007,5.698326312,1555.377597,2.120461358,3684.503181,1124.189394,4469.717769,228.2942454,9.346074356,15.85839761,0.001622876,0.151850797,4.797027402,22.6460245,0.020837549,1.131934341,0.557211892,0.35369443,0.464987584,0.220481928
84,215,10PU0748,229,4390,7,14,6,12,550,NA,(B73×Ky21)S5 Sib,Z014E0094,10PU0748,14,201.288,3.852084656,2.145282748,1020.150751,0.960256606,2993.529808,1153.825523,4216.285252,57.69928315,7.050996494,17.57754378,0.001777641,0.110322947,2.671506981,20.39745234,0.019252523,0.592830005,0.774709756,0.071574854,0.36513438,0.219062935
25,5,10PU0714,9,1281,3,5,1,1,9,NA,(B73×Ky21)S5 Sib,Z014E0002,10PU0714,14,342.931,4.406032336,4.861950484,1105.741451,0.63260567,3386.125998,1073.34224,4566.116748,35.67118343,2.971751538,16.58882913,0.000523688,0.086940847,3.128403021,20.70706082,0.020104729,0.925230416,0.471910091,0.075508367,0.352102273,0.21901563
31,28,10PU0843,37,1630,3,6,1,7,358,NA,Ky21,Z027E0154,10PU0843,27,301.452,3.999193588,1.657388561,1278.095047,0.371491349,3537.437746,951.6561502,4091.708935,69.70704703,5.541201049,17.48491121,0.000586084,0.050557071,4.213833003,25.9454318,0.018965623,1.254937843,0.241457146,0.162007264,0.38780705,0.218082116
48,205,10PU0794,240,2475,4,8,6,12,561,NA,(B73×Ky21)S5 Sib,Z014E0069,10PU0794,14,241.708,3.897847785,3.394798627,952.745627,0.606107086,3077.044704,1151.535396,4126.587049,88.09682394,4.080300553,19.43654137,0.001394873,0.122677255,2.983505904,25.88633815,0.0177402,1.508861344,0.462638768,0.196091093,0.286489272,0.21758673
59,252,10PU0721,280,3157,5,10,5,11,601,NA,(B73×Ky21)S5 Sib,Z014E0109,10PU0721,14,202.686,5.378065156,4.116305462,1281.333241,0.952073865,3491.456756,1369.234675,4570.760728,124.2661785,8.899343246,23.70244035,0.001421349,0.115081511,3.52016963,30.45974679,0.018838687,1.524719471,0.347898509,0.225512576,0.393367291,0.215189922
71,286,10PU0790,310,3829,6,12,5,11,631,NA,(B73×Ky21)S5 Sib,Z014E0166,10PU0790,14,141.499,4.661186035,2.080902235,1196.744189,1.031006466,4555.069552,1226.507711,5547.671896,75.25520823,7.270573225,16.68898432,0.002989917,0.414254699,3.215338485,26.63823903,0.007546812,1.4176138,0.659385258,0.106184596,0.516259097,0.21406187
55,27,10PU0690,38,2915,5,10,1,7,359,NA,(B73×Ky21)S5 Sib,Z014E0017,10PU0690,14,203.392,4.50370229,1.609838971,1261.263301,0.611921521,3639.061653,1258.737677,5266.792101,59.43534078,5.903464835,17.2427726,0.001669989,0.227993712,1.924926515,21.30691468,0.021060836,0.961193857,0.416075746,0.175905403,0.395189305,0.213869639
20,51,10PU0707,65,1016,2,4,2,8,386,NA,Ky21,Z027E0154,10PU0707,27,361.952,4.779887219,3.015155793,1327.637211,0.415569422,3721.1122,1001.000966,4091.177743,86.02008778,6.302424648,15.80396687,0.000977927,0.099323724,3.905874503,26.69288249,0.026383776,1.023320714,0.593792785,0.164592013,0.453079894,0.213140393
