plate,numinSet,sample,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,isIBM,pedigree,znum,entity_id,pop,SampleWeight,B11,Na23,Mg25,Al27,P31,S34,K39,Ca43,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Sr88,Mo98,Cd111
77,287,4930,309,4149,7,13,5,5,309,NA,Mo47,Z027E0169,09IN4930,27,211.176,4.661750164,0.908904751,1518.089106,0.751274293,3443.09932,1296.291011,3847.298383,50.23272417,4.303323646,18.20842099,0.001696811,0.379251436,2.413295161,19.51700877,0.018466857,3.003447005,1.809095131,0.068748381,0.123733508,0.030287435
36,237,4874,258,1851,3,6,6,12,579,NA,A556,Z027E0011,09IN4874,27,315.066,4.558052779,2.438851032,1304.441292,0.741738615,3302.149625,1001.207881,3895.157635,51.88468947,5.920117957,22.53279934,0.000815412,0.074428561,2.257109346,20.74641722,0.007681575,0.914323657,2.689214513,0.189934041,0.338673614,0.030211198
35,258,4930,288,1881,3,6,5,11,609,NA,Mo47,Z027E0169,09IN4930,27,217.872,5.027866886,2.422628687,1707.334094,1.139394973,3542.704902,1459.627212,4283.196264,308.0081291,4.658865123,20.17101254,0.003023884,0.34404691,3.098505952,76.10521389,0.013578794,1.511319052,1.866743354,0.394467513,0.138811831,0.030207621
17,261,5080,285,915,2,3,5,5,285,NA,B164,Z027E0032,09IN5080,27,180.717,4.004536593,7.1700069,1131.722998,1.236037643,3701.089615,929.4441308,3394.256269,70.63549597,5.502397635,18.00559588,0.001036509,0.274646462,1.598401369,17.60778426,0.484237494,1.332782561,1.940158531,0.183312712,0.409367579,0.030135095
36,247,1537,275,1868,3,6,6,12,596,MO301,IBM,Z017E0174,09IN1537,17,184.592,4.8129145,2.034396162,1108.01349,1.063254717,2797.236745,996.0705518,4369.326264,72.41374145,3.209364189,19.11440466,0.001274761,0.146715873,1.572727522,26.90755405,0.012397552,1.187452389,2.124375584,0.229727394,0.277521972,0.030091118
84,240,1447,255,4416,7,14,6,12,576,MO274,IBM,Z017E0169,09IN1447,17,154.951,5.563242128,3.914104876,1229.074228,1.270692169,3426.148505,1199.7526,5759.352476,70.23243541,6.638223671,19.90785247,0.001841858,0.131035744,1.634790324,20.68576125,0.026066916,1.671534863,2.276658089,0.062867943,0.297984282,0.030042953
79,63,5056,70,4231,7,14,1,7,391,NA,E2558W,Z027E0115,09IN5056,27,228.085,4.361417697,1.162730716,1328.233426,0.788053784,3063.204067,1031.598869,3612.801495,27.90803438,3.481148453,22.25662365,0.001471531,0.122240757,1.07204852,16.6582894,0.017434261,1.090704535,1.55932251,0.020868066,0.165287331,0.03004106
24,274,5133,305,1256,2,4,6,12,626,NA,Ki2021,Z027E0149,09IN5133,27,214.178,5.347160238,5.829943692,1774.052884,0.764632681,4394.8094,1403.967209,6159.61167,91.38786377,5.72849925,25.98955956,0.000907864,0.110819353,1.586762232,33.27561283,0.002393215,1.344273686,2.79264817,0.165835149,0.278517148,0.030029439
9,168,1466,187,507,1,2,3,9,507,NA,Mo17,Z027E0282,09IN1466,27,291.429,4.062340431,3.279590342,1296.613073,0.70640664,2973.320465,1056.074426,4027.294532,65.29994546,6.818274461,23.22369432,0.000820186,0.070220572,2.182284586,22.61345661,0.012082864,1.474729633,1.396394775,0.227732495,0.415606229,0.029955789
65,253,4861,294,3492,6,11,5,5,294,NA,DE811,Z027E0114,09IN4861,27,215.336,4.318417718,1.194334305,1449.3917,0.870996532,3732.666078,1106.87108,3729.640052,21.01239465,4.963365947,17.5481564,0.001226204,0.448444398,1.236332464,19.12061444,0.010923844,0.97997841,1.440021777,0.024972281,0.120670867,0.029905617
1,5,5048,9,9,1,1,1,1,9,NA,Pa880,Z027E0234,09IN5048,27,202.425,4.059924424,5.950337607,1620.502037,0.899462493,4119.354262,1187.098797,4003.884004,72.94065435,8.570731165,27.665873,0.002102423,0.403220657,1.184170527,24.1960906,0.015201939,1.269311696,1.505141744,0.268786048,0.325372629,0.029895424
7,90,5140,100,420,1,2,1,7,420,NA,F7,Z027E0120,09IN5140,27,238.795,3.067232043,1.791072053,1453.885361,0.493491537,3004.955653,1128.309187,4301.681459,56.1086331,11.26392938,30.03618958,0.002152476,0.137051016,2.673998715,29.33716947,0.014035311,1.966565174,1.02682102,0.146667432,0.494529752,0.029857945
51,185,1466,209,2765,5,9,3,3,209,NA,Mo17,Z027E0282,09IN1466,27,276.707,4.0508647,2.37920059,1363.298271,0.626034373,3715.109949,1145.424533,4319.23638,40.38295016,6.700200161,23.237009,0.001165468,0.06523566,1.963500929,23.62235037,0.014064179,1.899737991,1.451611784,0.07048914,0.397179515,0.029848707
3,167,5141,186,186,1,1,3,3,186,NA,K4,Z027E0144,09IN5141,27,237.292,3.924076438,1.748776943,1462.073333,3.37382939,2930.05029,1174.188319,2952.162946,23.9892474,6.024480312,14.66710819,0.000624678,0.131777057,0.623147146,19.40365949,0.014344345,2.787116403,1.752898626,0.094423706,0.188557701,0.029788845
38,48,1338,54,1968,4,7,2,2,54,MO335,IBM,Z017E0186,09IN1338,17,173.436,4.608457556,4.011032398,1495.361476,1.225525697,3849.411807,1339.073053,5823.884615,92.08336772,6.125363442,22.99440994,0.002216905,0.176330454,2.506860029,25.04462563,0.022292216,4.202450702,1.845480027,0.160273746,0.714424255,0.029779246
60,208,4988,237,3114,5,10,6,12,558,NA,R4,Z027E0240,09IN4988,27,460.259,4.800729415,2.182641598,1277.73569,0.49694212,3592.506297,1189.990397,3717.467546,46.68877087,4.192741852,13.25152976,0.000631141,0.201737366,0.819410537,20.80918155,0.009282381,1.117718693,2.073671721,0.075001753,0.081833365,0.029776029
84,216,1392,228,4389,7,14,6,12,549,MO303,IBM,Z017E0176,09IN1392,17,267,3.376997424,1.554841486,1082.290526,0.700119025,2607.878672,883.4549856,2875.817096,31.5092109,3.544896135,19.332519,0.001364006,0.097385484,0.769920494,18.44645218,0.014439371,0.954172246,1.390173885,0.027365652,0.22495294,0.029760573
37,63,5056,70,1984,4,7,1,1,70,NA,E2558W,Z027E0115,09IN5056,27,208.533,5.455337998,4.209271513,1094.342129,0.69888822,2994.271683,1073.574497,5017.660778,34.67049072,3.21428828,18.259864,0.001066301,0.121172626,1.374069119,19.39951343,0.019158613,1.346526576,2.613470753,0.103178955,0.178098806,0.029758369
13,62,1403,69,699,2,3,1,1,69,MO253,IBM,Z017E0162,09IN1403,17,327.988,3.127668474,2.748201396,1269.281317,0.275506421,3446.592933,942.7446356,3245.406436,34.08175792,4.205928048,21.99168065,0.001003052,0.295963626,2.203254276,18.52123916,0.00498617,1.776474223,1.753769568,0.092564564,0.227031223,0.02975804
10,147,4915,172,492,1,2,4,10,492,NA,NC318,Z027E0201,09IN4915,27,226.156,5.063908673,4.712343415,1610.503523,1.23901324,3076.421638,1192.663106,3685.017791,188.1452228,7.289839498,19.33997214,0.001302563,0.282325424,2.275499038,21.21275754,0.018189511,0.871209715,1.184969584,0.717084425,0.185623333,0.029683218
65,256,5061,290,3488,6,11,5,5,290,NA,IDS91,Z027E0139,09IN5061,27,137.609,4.143073005,1.931143405,1614.173274,1.51159827,3951.573919,1027.508024,3424.745971,46.02210769,11.23431695,20.32379734,0.001989499,0.224418499,1.515231003,28.27734018,0.01139279,1.14181926,2.244005587,0.101756286,0.247365093,0.029652651
20,44,1459,49,1000,2,4,2,8,370,MO114,IBM,Z017E0118,09IN1459,17,317.877,3.94587885,2.613106615,1220.427263,0.485819374,3290.514621,1000.989742,3443.854125,21.03111808,4.358962596,24.02352826,0.001161384,0.348492207,1.570860266,21.57902062,0.00733879,1.378010806,1.068773352,0.076053023,0.247314332,0.029648133
86,19,1387,22,4504,8,15,2,2,22,MO192,IBM,Z017E0146,09IN1387,17,153.094,5.117266672,2.473966958,1267.190685,0.932466812,3044.120012,1086.478047,4883.906082,44.63255636,3.990496451,15.54507983,0.001929982,0.198165292,1.692519786,16.38142554,0.020548378,1.744761416,1.221017741,0.065178911,0.594752447,0.02961503
9,185,1466,209,529,1,2,3,9,529,NA,Mo17,Z027E0282,09IN1466,27,334.288,3.454965258,2.383555367,1359.696597,0.539858686,3050.295458,989.9133019,3810.273652,44.43065695,6.621088786,21.554681,0.000779786,0.063485345,2.180227369,22.23813316,0.009584818,1.557753626,1.221204296,0.106014786,0.412541435,0.029581102
38,81,1485,85,1999,4,7,2,2,85,MO340,IBM,Z017E0189,09IN1485,17,315.631,3.782970608,2.271502734,1212.117461,0.418631406,3007.954121,943.761489,3247.657384,55.73807387,3.450444713,20.53785166,0.000665446,0.059525814,1.237352335,18.95362887,0.012118969,3.108279955,1.789295647,0.118061416,0.161337524,0.029570977
58,114,1370,127,3004,5,10,4,10,448,NA,B73,Z027E0040,09IN1370,27,201.833,4.91391976,6.020247351,1106.742971,0.875854976,3174.314974,1034.317479,3602.192995,38.56110689,4.64669297,17.56230491,0.001546917,0.163741331,1.473901793,19.21668649,0.018403836,1.662411872,2.915633208,0.095059889,0.194050769,0.029535768
79,72,1499,80,4241,7,14,1,7,401,MO263,IBM,Z017E0165,09IN1499,17,272.574,4.520548059,1.010031467,1193.408497,0.478938005,2214.003754,1074.750406,3879.950483,52.83619933,6.732569668,27.18813965,0.001398679,0.231956598,1.23861722,22.90514673,0.014450169,2.001382701,2.048226043,0.070708438,0.314281409,0.029499026
82,173,5089,196,4357,7,14,4,10,517,NA,Ki3,Z027E0151,09IN5089,27,252.46,3.852601171,1.297685922,1413.362127,0.737528991,2854.95622,1029.276363,4278.403883,68.60965078,7.483643741,17.49968078,0.00163101,0.112781553,2.966112252,28.01929789,0.014893291,1.464451044,1.853526678,0.08146313,0.141532758,0.029418815
84,242,1391,269,4430,7,14,6,12,590,MO012,IBM,Z017E0006,09IN1391,17,265.447,3.836933149,1.179628517,1091.066598,1.056748752,2757.552963,971.3008828,4307.208655,60.24482429,3.516897749,20.00700915,0.002348154,0.214995841,1.765384341,18.5798386,0.014129593,1.541471871,2.174266272,0.090678398,0.511963702,0.029368718
13,34,5086,30,660,2,3,1,1,30,NA,CML238,Z027E0078,09IN5086,27,261.051,4.314742075,2.299087621,1488.484435,0.426283358,4066.941825,1374.420428,5300.074609,67.16000687,4.817547715,18.26815895,0.001240822,0.087820567,1.092460171,20.76148758,0.011278459,1.409207702,2.758834587,0.130312896,0.141690583,0.029343999
81,124,1362,144,4305,7,14,3,9,465,MO048,IBM,Z017E0031,09IN1362,17,283.387,3.351839578,0.722007222,1358.380579,0.790985197,2409.646804,1298.915121,3894.005743,54.94634062,8.797204414,21.74715806,0.001496043,0.317241531,1.092077241,19.91135695,0.014048208,1.41615099,2.715423523,0.133040079,0.331307851,0.029325419
67,26,1420,39,3558,6,12,1,7,360,MO007,IBM,Z017E0003,09IN1420,17,375.859,3.548026998,0.869699113,1188.863669,0.467585927,3426.822841,914.0189637,4278.39141,43.73658696,4.618349525,18.09148074,0.000731819,0.210085599,1.504753658,19.50658937,0.013068561,0.989112061,2.4872075,0.054590408,0.289937614,0.029305772
39,134,1365,149,2063,4,7,3,3,149,MO163,IBM,Z017E0134,09IN1365,17,402.492,5.302092364,1.653025736,1098.981929,0.440924619,2632.167117,1139.815247,3370.470514,36.70902078,4.303400461,17.68536076,0.000780965,0.070405008,1.222789514,18.87669946,0.009811412,1.780248868,3.223965337,0.08557964,0.364500965,0.029297843
15,123,1479,145,775,2,3,3,3,145,NA,Mo17,Z027E0282,09IN1479,27,410,4.746841894,2.179688701,1224.468793,0.455055966,3721.086095,1045.367079,3762.340857,29.85459821,5.557729941,20.77051405,0.000995034,0.066636378,2.328670139,22.27133526,0.008856994,5.163477633,1.623276555,0.060024716,0.415995414,0.029286566
26,50,4880,66,1338,3,5,2,2,66,NA,CI64,Z027E0059,09IN4880,27,290.866,5.110225789,2.067448709,1305.682813,0.751900339,3290.07979,1085.36917,3062.423826,40.5008881,5.270351689,11.92930048,0.000452613,0.214193298,0.797671939,15.92846616,0.011508094,0.855618584,1.800207721,0.138102625,0.277031851,0.029204035
44,43,4956,48,2283,4,8,2,8,369,NA,W64A,Z027E0277,09IN4956,27,252.22,2.05269835,4.270457517,1476.87446,0.593367455,3421.19421,1127.298558,4484.556747,65.8514948,10.2612788,23.72494966,0.001082611,0.807840873,3.803680685,27.70049538,0.016508543,0.890561112,2.092243585,0.120352099,0.179928293,0.029200093
56,83,5006,83,2960,5,10,2,8,404,NA,B97,Z027E0047,09IN5006,27,259.101,4.097899546,4.24633083,1371.65889,0.686412169,2908.217132,952.1573848,2951.442675,61.8484666,5.933328402,19.69062521,0.001243344,0.308264161,1.851224481,21.92733341,0.015490491,0.857161213,1.432160343,0.113831009,0.242906492,0.02918012
80,15,1505,17,4178,7,14,2,8,338,MO362,IBM,Z017E0198,09IN1505,17,340,3.545808612,0.878452271,1060.936366,0.535571045,2959.163646,950.9543006,3777.460189,23.69134441,4.931973677,17.66662428,0.001094555,0.185423346,1.28401808,22.49009981,0.011788538,0.947693959,4.311924985,0.019764385,0.285207354,0.029117477
23,224,1353,249,1200,2,4,5,11,570,MO030,IBM,Z017E0019,09IN1353,17,258.81,5.206480762,9.488881711,1422.967856,5.459610694,3500.106739,1109.190784,4712.425216,61.22747126,6.963105033,20.79310903,0.001392934,0.185161871,2.203586003,29.4283175,0.01018414,1.901546968,2.352433507,0.138069234,0.436187838,0.029091987
67,32,1494,33,3552,6,12,1,7,354,MO360,IBM,Z017E0085,09IN1494,17,214.742,3.695794919,1.15338923,887.8011221,0.91347466,2856.506766,898.6736909,3730.257563,30.58261208,4.782438872,20.81410351,0.001286592,0.090713742,2.316239235,22.19631702,0.009928498,1.038228168,1.588623186,0.031872034,0.206350582,0.029002807
73,61,1453,68,3908,7,13,1,1,68,MO011,IBM,Z017E0028,09IN1453,17,392.943,4.514045084,0.729798788,1423.087429,0.416128921,3903.126433,967.0159114,3805.031753,31.97150977,6.703592955,23.39890711,0.000950227,0.404980485,1.262988398,23.66305658,0.009347533,1.401289328,0.771404264,0.02012277,0.196104427,0.028985738
65,224,1353,249,3447,6,11,5,5,249,MO030,IBM,Z017E0019,09IN1353,17,249,4.04870098,1.549149108,1322.188402,0.6490906,3221.240094,1051.836011,4263.875355,46.62487843,7.077227984,21.9509906,0.001804229,0.177004908,1.681519006,29.91279502,0.011924078,2.451394442,2.15075614,0.052270903,0.462309715,0.02897607
37,36,4933,28,1942,4,7,1,1,28,NA,VA102,Z027E0262,09IN4933,27,321.983,5.451439461,3.746364076,1649.468407,0.738161652,2967.576713,1177.098683,3031.782929,52.05041908,5.012069095,23.23262207,0.001104746,0.579759215,2.848937042,21.31010898,0.013510547,1.786281167,1.545237341,0.106421515,0.238169871,0.02894179
26,48,4946,54,1326,3,5,2,2,54,NA,NC352,Z027E0215,09IN4946,27,304.743,3.503707599,2.055541445,1163.619185,0.60810894,2710.759427,1234.485613,5091.985478,69.76294965,4.267605167,17.09952924,0.000519273,0.043044693,1.032573311,19.48719722,0.010722687,0.990066159,1.766440829,0.1353409,0.110053841,0.028939745
53,220,1491,245,2801,5,9,5,5,245,MO380,IBM,Z017E0199,09IN1491,17,337.538,4.010156369,2.160476328,1276.650908,0.645542688,3188.258198,1086.698909,3757.712788,46.63555987,6.549713567,24.55069148,0.001293988,0.100907888,1.173663443,21.92373082,0.011894816,2.307591943,2.073141059,0.088466121,0.214917021,0.028904587
39,162,5106,180,2094,4,7,3,3,180,NA,CI90C,Z027E0061,09IN5106,27,161.758,3.886921966,4.051109158,1266.363561,0.755843672,3226.227633,1193.077944,3494.288559,60.7621246,5.846128677,19.6775397,0.00139671,0.166542939,1.8236959,21.91186451,0.022721593,1.027205173,1.332024196,0.136186518,0.410955659,0.028903158
23,225,5061,250,1201,2,4,5,11,571,NA,IDS91,Z027E0139,09IN5061,27,149.076,5.976233052,4.855716642,1757.916345,5.146196454,4062.850403,1103.330192,3436.54849,123.8406924,11.53079233,22.58329426,0.001233945,0.209812034,2.397072257,30.43971198,0.009847699,1.381031203,2.259254449,0.48630751,0.210540982,0.028885861
80,16,1373,18,4179,7,14,2,8,339,MO120,IBM,Z017E0121,09IN1373,17,402.128,3.841103319,0.699140156,1109.912856,0.43579658,3179.531252,1007.855584,3491.925371,33.56868584,6.552256492,22.69858771,0.001117941,0.069462353,1.021650237,20.10242851,0.010139068,2.187823963,2.16838567,0.031532184,0.254670898,0.028883351
18,246,5091,274,904,2,3,6,6,274,NA,SC213R,Z027E0242,09IN5091,27,268.22,3.928256047,6.300351185,1372.09108,0.695434059,3756.927894,1218.675656,4426.474485,29.39552232,7.375225022,19.71759472,0.000826424,0.326770966,2.209133058,25.98909013,0.010196144,0.97584111,1.133218455,0.086637642,0.222895021,0.028851529
81,102,4850,115,4276,7,14,3,9,436,NA,Mo45,Z027E0167,09IN4850,27,184.994,3.778319336,1.316221522,1327.247821,1.210919246,3048.502879,1104.644788,3322.079072,49.40345202,5.664672422,20.04788734,0.001777365,0.371470896,1.603285117,19.75209931,0.021381043,1.160661877,2.375113902,0.08748162,0.303678983,0.028840891
75,104,5088,113,3953,7,13,3,3,113,NA,CM105,Z027E0063,09IN5088,27,223.807,4.290625289,1.04570664,1485.04432,0.596229927,3800.534707,1064.221696,3515.836945,23.18514702,4.878473418,19.28394572,0.001457008,0.330015935,1.349096286,16.13549394,0.01704386,0.992282499,0.775259547,0.004578829,0.459869544,0.02883452
25,26,1420,39,1311,3,5,1,1,39,MO007,IBM,Z017E0003,09IN1420,17,361.307,3.371078576,4.368872674,1138.734757,0.673988197,3591.24303,989.1059573,4331.866525,52.64568105,4.549893831,17.67516413,0.000644509,0.210094335,1.527314536,20.6089881,0.006487661,1.139713636,2.65503566,0.112696872,0.317187099,0.028767694
29,223,4896,248,1520,3,5,5,5,248,NA,CML322,Z027E0090,09IN4896,27,168.152,5.861071679,2.996697024,1225.231746,15.77053657,3553.203806,1113.593098,4036.532468,79.73905975,5.254488807,22.96543696,0.00098206,0.246443527,3.289518693,22.76104667,0.015863409,1.864657131,2.305370393,0.17098384,0.455986697,0.028700018
10,108,1399,108,428,1,2,4,10,428,MO373,IBM,Z017E0197,09IN1399,17,338.346,3.382104576,1.807961181,1432.284012,0.673281987,2999.693905,977.5629823,3419.572631,37.49111,8.486164413,19.51563105,0.001173437,0.334786067,1.152297645,21.14108304,0.011853447,1.957026925,1.880449836,0.105810687,0.206331545,0.028587099
60,233,4893,263,3140,5,10,6,12,584,NA,IDS28,Z027E0137,09IN4893,27,125.598,6.384255182,5.178073202,1492.369768,1.61615775,4123.108936,1221.236356,3714.20156,95.12790479,9.422224715,29.94557794,0.002484346,0.228611518,5.43587104,35.76157365,0.032217115,1.438391867,1.646188334,0.223540031,0.290235006,0.028516756
28,176,5060,193,1465,3,5,4,4,193,NA,Tzi9,Z027E0260,09IN5060,27,176.55,4.006486294,3.377426288,1579.062809,0.950018706,3524.740267,1087.428672,3625.799738,63.23278384,5.26171933,16.95770232,0.000937827,0.163388868,1.418299639,23.34166358,0.022769976,1.041186459,0.962832332,0.197297209,0.325468967,0.028496639
51,190,1334,204,2760,5,9,3,3,204,MO169,IBM,Z017E0137,09IN1334,17,275,3.933527758,2.669958894,1293.522072,0.628123558,3247.678425,1005.156927,4124.371824,47.93051179,5.605095751,18.97094847,0.001371728,0.07264071,1.089178876,16.90773943,0.014102425,2.253195916,2.675467393,0.076256297,0.587849461,0.028461668
73,90,1437,100,3940,7,13,1,1,100,MO172,IBM,Z017E0136,09IN1437,17,309.425,3.495699628,0.788006709,1013.206475,0.426955971,2949.059689,1013.623407,3514.097113,25.98192883,3.826420902,20.03588212,0.001318526,0.131802963,0.882923427,17.48697724,0.012687766,2.240992697,1.114630953,0.013898098,0.250706188,0.028449791
45,192,1502,202,2437,4,8,3,9,523,MO101,IBM,Z017E0114,09IN1502,17,274.936,5.088093159,1.61688936,1194.960673,0.651264086,2998.554583,1103.658021,4133.110467,45.5266781,3.330229657,25.42830316,0.001535259,0.097200661,1.374002033,22.86196632,0.015281127,1.137314655,2.715237278,0.159184608,0.513737078,0.028440948
27,159,1397,177,1449,3,5,3,3,177,MO279,IBM,Z017E0171,09IN1397,17,425.55,3.347997032,1.036618585,1161.488873,0.367950715,3332.95052,857.0663995,3529.963153,45.95574056,3.8330848,16.19350751,0.000863081,0.17809815,1.253820873,16.32241425,0.006635948,1.320813516,1.541993926,0.121859396,0.224964459,0.028395077
21,189,4935,205,1156,2,4,3,9,526,NA,M162W,Z027E0160,09IN4935,27,280.824,3.79601199,2.489317656,1598.987399,0.598603522,4509.523171,1380.11818,4113.682676,44.26171057,7.458720418,31.78726538,0.001195325,0.364976341,3.334252381,29.62750376,0.003948652,1.093304854,0.866956656,0.117454547,0.333272368,0.02838927
74,12,5005,2,3842,7,13,2,2,2,NA,Pa91,Z027E0235,09IN5005,27,243.829,3.441060828,1.125805167,1707.040245,0.364053903,3413.626378,1407.123224,3474.019795,132.6401187,9.49424031,20.45838804,0.001743025,0.266280771,2.492457972,28.8549046,0.014937065,0.725108283,3.040991431,0.209851206,0.238160571,0.028364106
80,76,1331,90,4251,7,14,2,8,411,MO338,IBM,Z017E0188,09IN1331,17,184.656,4.027364977,1.070788487,1304.003739,0.891047119,3130.41324,1161.84703,5085.159156,90.61918444,6.493027973,26.02429954,0.002620262,0.146407781,2.526695613,22.64144538,0.020433417,2.035715897,2.818922937,0.12869134,0.479218411,0.028357836
13,3,5103,12,642,2,3,1,1,12,NA,I29,Z027E0134,09IN5103,27,154.283,7.005305846,4.576844225,1713.835266,0.808325255,4316.778125,1024.228964,3330.569742,51.88730844,5.189855941,27.08697704,0.001805234,0.141921337,4.263205971,24.12832222,0.021622543,1.443349565,0.759271863,0.144054865,0.426588611,0.028329559
53,228,4951,254,2810,5,9,5,5,254,NA,T234,Z027E0250,09IN4951,27,201.938,5.259782296,5.153946098,1669.643783,0.671708288,3745.811894,1434.724463,5016.264412,129.2298028,6.02772194,17.31011908,0.001297323,0.157770778,1.700389226,22.32372152,0.01974176,1.076080076,1.922547741,0.225292942,0.284795561,0.028261742
4,139,1380,155,155,1,1,4,4,155,MO055,IBM,Z017E0035,09IN1380,17,311.512,4.446322801,1.879059222,1103.619654,0.84829217,3175.096274,1169.226986,3879.364811,53.52557098,6.713493033,16.90788245,0.001807722,0.092629804,2.389603415,21.00870098,0.009934254,1.613105417,1.942405925,0.128570833,0.212343877,0.028247395
58,184,4916,210,3087,5,10,4,10,531,NA,I137TN,Z027E0132,09IN4916,27,288.379,4.341870335,2.771936983,1285.248231,0.745315573,3343.719441,1132.711293,3422.875913,97.23474048,9.70057398,21.15980198,0.00104363,0.184037941,1.754188856,23.42713459,0.013699345,1.072595714,1.67572802,0.188856947,0.179227687,0.028217619
80,20,5027,23,4184,7,14,2,8,344,NA,H99,Z027E0128,09IN5027,27,204.868,3.942490086,1.260970216,1404.929562,1.203759028,3674.806477,1211.269285,3626.714946,50.07849941,5.84902123,22.00146143,0.001609156,0.13687836,2.786466858,20.48527792,0.019218133,1.431895768,1.429592024,0.103140038,0.315061577,0.028214295
77,226,1435,252,4092,7,13,5,5,252,MO326,IBM,Z017E0074,09IN1435,17,282.546,4.707351318,0.827186985,1523.012795,0.614816552,3597.629649,1206.756371,4920.740668,56.82361767,4.745849531,20.30714023,0.001282102,0.064191194,2.701996468,22.48818089,0.014020968,1.94469051,1.865627241,0.057510806,0.35218688,0.028201146
59,286,1357,310,3187,5,10,5,11,631,MO028,IBM,Z017E0017,09IN1357,17,202.002,5.423799961,5.582756048,1001.710416,2.169710812,3227.060298,1041.421835,4102.050315,56.16316212,4.0553091,17.8748519,0.001650582,0.144915358,1.243030123,27.16840885,0.019590794,1.71238039,2.257762359,0.147237204,0.559462241,0.028190006
9,162,1390,180,500,1,2,3,9,500,MO098,IBM,Z017E0112,09IN1390,17,290,3.456857583,4.705419155,1343.5326,0.826435114,2780.580261,1022.397237,3537.09897,106.2118758,5.405992848,18.20333567,0.000997241,0.06740566,1.06300601,15.75953857,0.012455304,1.642210908,2.259183744,0.484508805,0.627310313,0.028163904
11,220,1491,245,565,1,2,5,11,565,MO380,IBM,Z017E0199,09IN1491,17,309.032,3.492107285,3.3493321,1376.566036,2.184784725,2760.066416,1078.459332,3706.198883,63.67841688,6.428271231,23.27736049,0.00116588,0.122162487,1.489070129,24.89664953,0.013065817,1.659628108,2.072781498,0.168473479,0.226690564,0.028132952
23,218,1425,243,1194,2,4,5,11,564,MO003,IBM,Z017E0095,09IN1425,17,332.854,4.010159108,3.172422858,1189.069221,0.460525387,3282.673017,1068.211237,3491.493723,35.06751417,5.098225516,18.61491256,0.000873406,0.157608171,1.053182954,16.83850336,0.004058816,1.466103598,1.346496165,0.094656946,0.490687965,0.027981911
32,16,1341,18,1611,3,6,2,8,339,MO099,IBM,Z017E0113,09IN1341,17,252.302,4.132204166,1.798327113,1344.936814,0.522493124,3319.785175,960.5632985,3445.542441,60.5092297,5.692749024,17.97237283,0.001632108,0.0712083,1.063057273,17.23136762,0.00738,3.485130767,2.783250717,0.179644213,0.590861763,0.027952055
84,209,5117,236,4397,7,14,6,12,557,NA,A641,Z027E0017,09IN5117,27,221.125,3.870103343,2.475636648,1446.26871,0.999934441,3256.563494,1072.102569,4053.308654,20.33640656,5.08059001,21.72878417,0.001539877,0.220814871,1.691209069,19.63201026,0.016878078,0.809509147,1.645671777,0.014485019,0.208157837,0.027905696
65,263,1355,283,3481,6,11,5,5,283,MO123,IBM,Z017E0122,09IN1355,17,344.537,3.496339505,0.737867289,1316.191851,0.797070751,3347.99311,1117.300852,3453.488291,23.51045042,6.204084061,21.9289604,0.00144057,0.117731308,1.4642493,18.59329914,0.01280515,2.209086861,1.84540059,0.030139594,0.355765282,0.0278898
56,55,1493,60,2937,5,10,2,8,381,MO298,IBM,Z017E0064,09IN1493,17,341.938,4.379047767,2.701369036,1340.494972,0.54766547,3236.494062,982.4925078,3549.902695,35.70036578,5.026060117,18.89402929,0.000838765,0.150429233,1.458100686,20.56312327,0.0114115,1.20902988,1.470047709,0.069892673,0.127956697,0.027841706
80,18,1505,20,4181,7,14,2,8,341,MO362,IBM,Z017E0198,09IN1505,17,335.462,3.712427586,0.756240046,1119.973505,0.513558672,3075.728695,1002.21395,3708.230732,26.83527635,5.160763636,18.05611472,0.00115848,0.188622965,1.336630812,22.6332044,0.011862547,1.278207223,4.254252026,0.019333957,0.291317484,0.027815086
52,106,5034,110,2666,5,9,4,4,110,NA,Mo44,Z027E0166,09IN5034,27,314.366,4.229744542,2.041304124,1336.947412,0.48039782,3413.982397,1097.872471,3863.11538,62.92613426,6.560003266,24.64201399,0.001228823,0.258546142,1.909068438,21.96220832,0.013556146,1.157437823,2.555181633,0.132797678,0.287973401,0.027788575
38,74,1360,93,2007,4,7,2,2,93,MO029,IBM,Z017E0018,09IN1360,17,340.073,4.065789053,2.032675614,1150.347804,0.424151342,2827.728133,1058.374008,3933.559095,55.25666136,4.075010169,17.51091988,0.000894491,0.048819515,1.043422369,17.13593416,0.011622497,1.011940247,1.843586242,0.125552935,0.231577853,0.02763995
23,286,5146,310,1261,2,4,5,11,631,NA,CI187-2,Z027E0054,09IN5146,27,222.301,4.785722818,5.065386618,1610.536743,0.907681748,3076.274392,1039.472847,3675.56896,41.84329253,5.739320598,24.48835408,0.00099557,0.226326314,2.739961563,25.55932786,0.008437809,1.379913186,2.305353691,0.114393991,0.256580145,0.027612049
55,63,5086,70,2947,5,10,1,7,391,NA,CML238,Z027E0078,09IN5086,27,233.393,4.664201429,3.576607421,1540.37038,0.708155476,3812.476876,1288.683606,5319.86533,82.70140216,4.771828049,18.61687345,0.001427685,0.08162321,0.8962901,18.76498052,0.016689319,1.67106547,2.598005812,0.128368813,0.153651105,0.02759138
