plate,numinSet,sample,Run,fullnum,ICP.run,WR.run,WR.plate,ICP.plate,ICP.runnum,isIBM,pedigree,znum,entity_id,pop,SampleWeight,B11,Na23,Mg25,Al27,P31,S34,K39,Ca43,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Sr88,Mo98,Cd111
31,68,4872,76,1669,3,6,1,7,397,NA,B73Htrhm,Z027E0041,09IN4872,27,273.167,4.070419226,2.922301591,1126.1172,0.552891918,2933.884935,1023.64956,3858.748506,30.60791725,4.463532016,18.43267548,0.00051935,0.232171006,1.754321172,19.15063439,0.01371264,1.047378066,2.234788281,0.115482248,0.190805552,0.010057677
2,51,4931,65,65,1,1,2,2,65,NA,B103,Z027E0026,09IN4931,27,381.3,4.813577263,2.982355018,1207.197131,0.951774975,3555.725777,1023.469689,4056.157105,40.02227251,4.307293561,21.4868087,0.000819852,0.245546023,1.535015196,22.48608052,0.011591427,2.115621844,1.543555585,0.123411699,0.21319244,0.010042703
75,131,1395,136,3976,7,13,3,3,136,MO288,IBM,Z017E0061,09IN1395,17,331.68,4.095412907,1.034046054,1242.758272,0.62378657,3336.713803,1013.478842,3506.429906,37.05414845,4.405462815,18.44636125,0.001248279,0.101294972,1.127932536,19.61107101,0.011590348,2.453571098,2.166521423,0.055631827,0.299028294,0.010033319
69,128,4870,139,3658,6,12,3,9,460,NA,NC314,Z027E0200,09IN4870,27,153.548,3.050983238,1.737460918,1024.386302,0.980424729,3539.642007,1095.843093,4225.850937,72.26347879,6.007698107,16.50566656,0.001945286,0.2736674,0.96118083,46.60149639,0.00966516,1.173993639,2.574314354,0.050908255,0.214103887,0.010018313
20,11,1482,3,954,2,4,2,8,324,MO023,IBM,Z017E0013,09IN1482,17,500.203,3.95560141,1.594489638,1252.750927,0.312038003,3562.450566,915.8188195,3981.73624,40.31551915,6.646243098,23.2055868,0.000786212,0.082608852,2.378110551,23.63060544,0.006824935,2.274038658,2.048870566,0.057228665,0.236171476,0.010012679
13,95,5011,106,736,2,3,1,1,106,NA,B46,Z027E0035,09IN5011,27,248.843,3.757971467,2.646653927,1424.033273,0.476154665,3794.169034,1074.713483,3160.842656,61.36268933,5.144237655,18.37330735,0.000786395,0.46220332,1.90203364,18.87243815,0.013901223,1.208507812,2.351388611,0.136025092,0.261901763,0.010007315
28,114,5123,127,1399,3,5,4,4,127,NA,H91,Z027E0126,09IN5123,27,398.941,4.209254136,2.436757689,1387.63093,0.394024563,3928.201075,1243.19474,3416.808101,32.92038417,9.457192427,18.42997979,0.000617488,0.190064713,1.332500364,17.8499399,0.010466426,1.046321186,0.926060715,0.062711569,0.119261779,0.009997801
69,131,5129,136,3655,6,12,3,9,457,NA,NC238,Z027E0184,09IN5129,27,192.738,3.369078687,1.302664348,1301.920798,0.85813179,3134.83211,987.9646132,4824.400558,57.62270443,6.365259232,19.38904089,0.001139053,0.114391716,2.505081735,16.8445057,0.009751654,1.156056775,1.769589438,0.062794892,0.350481001,0.009963667
74,13,1517,15,3855,7,13,2,2,15,MO318,IBM,Z017E0182,09IN1517,17,410.157,2.994388826,1.013415605,1241.814971,0.294691796,3194.108453,1096.398005,4351.603016,32.349584,3.994795171,21.52827374,0.000901363,0.064486097,1.275281929,19.82360912,0.009241904,6.185503667,4.057687398,0.034337797,0.351924185,0.009938409
73,7,1446,7,3847,7,13,1,1,7,MO287,IBM,Z017E0060,09IN1446,17,251.37,3.119461861,2.197841733,1274.062253,0.398064011,3451.587215,1105.000439,3809.104775,35.82455103,4.425294175,19.34010691,0.001161313,0.102060513,1.358461532,21.81684109,0.020355461,0.889842906,1.236301219,0.028345776,0.219631734,0.009932299
4,169,1371,200,200,1,1,4,4,200,MO214,IBM,Z017E0151,09IN1371,17,181.715,3.907609316,2.592098774,1253.007485,0.92923836,3237.272709,1283.263898,5102.935949,107.3567503,6.81876302,17.56601089,0.001401806,0.095458923,1.925104091,16.40072897,0.019826918,1.335387801,3.397920972,0.257314929,0.340712555,0.009874281
79,5,1363,9,4170,7,14,1,7,330,MO319,IBM,Z017E0183,09IN1363,17,334.426,4.108934623,0.646730187,1189.689539,0.462104894,3017.792587,1041.169756,4014.210017,59.49328373,5.848320491,21.84944056,0.001270834,0.085075217,1.264914223,19.7306481,0.012290519,1.026689646,2.050787836,0.084107361,0.300851131,0.009863739
80,74,1360,93,4254,7,14,2,8,414,MO029,IBM,Z017E0018,09IN1360,17,340.382,3.469009467,0.686901621,1146.999371,0.560021544,2254.030184,1001.112851,3787.709057,53.3112551,4.600394762,16.50085879,0.001183365,0.047183288,0.884362063,15.19903702,0.011267394,0.971876752,1.831720894,0.114780901,0.235955705,0.009853817
17,283,1351,314,944,2,3,5,5,314,MO228,IBM,Z017E0156,09IN1351,17,217.96,4.746597914,3.667968138,1297.98506,1.160502998,3398.668256,1227.807016,5027.021519,46.07095912,6.877923173,22.28014392,0.001603213,0.050936711,1.835274863,22.02267036,0.008910952,1.831382456,2.048048475,0.10239808,0.291449243,0.009834414
23,251,4978,279,1230,2,4,5,11,600,NA,F6,Z027E0119,09IN4978,27,270.974,4.406788939,2.834037003,1705.346117,0.851656012,3307.286982,1394.511448,3634.174254,112.6906853,6.163612857,21.35611993,0.000970124,0.200391078,2.097675872,26.66892148,0.002627551,1.115329104,1.675020225,0.236783145,0.162386575,0.009822658
5,223,1489,248,248,1,1,5,5,248,MO047,IBM,Z017E0100,09IN1489,17,256.762,3.876021274,2.248996088,1592.96362,1.490941104,2859.706515,1069.353921,4575.218877,86.21772907,8.044558258,19.79073674,0.00119496,0.109098268,1.162956524,21.95822027,0.012314169,2.596478074,1.743645984,0.32301017,0.24861384,0.009811739
19,5,1503,9,960,2,4,1,7,330,MO052,IBM,Z017E0033,09IN1503,17,366.039,5.959804439,2.819904324,1225.696764,0.271389828,3237.423276,1074.328398,4919.14085,52.71305394,5.7040844,20.07397279,0.000545078,0.131667217,1.643673655,24.02667643,0.008385012,1.307297109,3.565436286,0.099319945,0.219568226,0.009788933
63,165,1429,184,3382,6,11,3,3,184,MO262,IBM,Z017E0049,09IN1429,17,311.708,3.738936859,1.227226608,1253.518507,0.684898065,3764.29698,1058.14518,3575.695501,34.13347317,5.418808641,18.89626412,0.000937083,0.059157262,0.694058398,19.94029989,0.01271984,2.771730972,1.734811588,0.036929095,0.499361912,0.009780244
77,223,1528,248,4088,7,13,5,5,248,MO317,IBM,Z017E0069,09IN1528,17,328,4.660075505,0.764473616,958.2697441,0.708904282,3108.563497,935.0183453,3107.149311,33.0186416,5.212074529,20.84316061,0.001147857,0.171302043,1.013390994,19.2179239,0.011998828,3.015824202,2.108164593,0.025708519,0.219102923,0.009778467
62,24,4924,27,3225,6,11,2,2,27,NA,W117Ht,Z027E0272,09IN4924,27,309.894,2.846087871,1.084824246,1466.669077,0.378605487,3806.196216,927.4307512,3229.982707,23.42773359,7.297434957,29.80930508,0.001528514,0.40036207,2.082462459,27.98586153,0.013462175,1.262069851,1.044267569,0.034523953,0.112215696,0.009766594
71,222,1506,247,3766,6,12,5,11,568,MO017,IBM,Z017E0010,09IN1506,17,207.133,3.418224273,2.679695811,1586.225725,3.638261552,4071.422534,1050.229368,4277.644294,41.4395451,8.216932582,33.90835208,0.001336187,0.118313265,3.112859581,29.14292355,0.008337897,1.292733397,1.463399245,0.062769103,0.14540373,0.00976369
71,254,4890,293,3812,6,12,5,11,614,NA,B2,Z027E0033,09IN4890,27,223.443,4.018730813,1.389771344,1502.278913,1.040906348,4071.38656,1058.76876,4242.753278,23.14921474,8.070328333,34.47020577,0.001068057,0.098955248,3.529999504,29.42364543,0.008095352,1.000189944,1.480847409,0.031252736,0.117240193,0.009753454
32,56,1372,59,1652,3,6,2,8,380,MO015,IBM,Z017E0008,09IN1372,17,321.395,4.229791201,3.17465748,1062.700153,0.688007571,2741.236033,920.3205817,3006.271103,48.44662333,3.895456157,14.82637026,0.001108457,0.046840952,1.218605843,15.43924422,0.009728738,1.799553776,2.708696978,0.123161758,0.218544201,0.009727999
75,186,4927,208,4048,7,13,3,3,208,NA,NC302,Z027E0196,09IN4927,27,395.348,2.961740556,1.351098091,1031.590711,0.376339726,2915.458036,945.3802368,3573.875759,46.370136,5.737971508,16.78225077,0.000844098,0.062985312,0.758169356,14.33572776,0.010121049,1.156129615,0.906209698,0.062030512,0.107051734,0.0097249
13,28,4981,37,667,2,3,1,1,37,NA,R177,Z027E0238,09IN4981,27,352.389,3.700577165,3.250841382,1405.080038,0.50943359,4496.549787,1387.461131,5494.891145,49.66360801,8.34267993,26.69904623,0.000832134,0.479614713,3.812640163,26.90690628,0.00739783,1.161615913,2.827338056,0.089360466,0.30095969,0.009724789
69,161,4963,179,3698,6,12,3,9,500,NA,MS71,Z027E0174,09IN4963,27,269.736,4.316826872,1.219136561,1342.067448,0.849490303,3614.438289,912.9567545,3984.119721,32.14912511,10.57370703,18.42406709,0.000960775,0.22237703,1.687620746,23.79599015,0.007938688,0.925160664,1.124981367,0.03471103,0.185119627,0.009709318
15,126,4928,142,772,2,3,3,3,142,NA,CMV3,Z027E0106,09IN4928,27,224.543,5.282926717,4.982329989,1503.958079,1.010428508,4204.345319,1217.710382,4985.258249,40.82824203,5.936713738,26.47485867,0.000980657,0.238784252,1.52335454,21.80377427,0.018253168,1.267561868,1.229901469,0.109835848,0.250876645,0.0096937
25,96,1346,107,1379,3,5,1,1,107,MO248,IBM,Z017E0160,09IN1346,17,313.76,3.82118083,2.403631536,1274.742727,0.455181082,3417.836968,1195.457456,3274.068077,60.74864012,5.666007038,21.44161006,0.001571053,0.030202345,1.060862342,21.43880591,0.006172288,4.041214956,1.399375927,0.165057749,0.379076227,0.009656457
54,265,1461,295,2851,5,9,6,6,295,MO345,IBM,Z017E0079,09IN1461,17,358.165,3.754599636,2.567464922,1290.315707,0.61223687,3368.155642,947.5916445,3476.97552,52.36020293,5.912073816,19.14345543,0.000950641,0.075279573,1.550834185,17.78182099,0.0113257,2.037315824,2.432300165,0.088758004,0.349782068,0.009650551
35,259,1424,287,1880,3,6,5,11,608,MO164,IBM,Z017E0135,09IN1424,17,307.425,4.341606057,1.600406918,1492.179308,0.677907732,3037.03021,1163.47577,4035.937212,88.04086338,6.349935827,24.34584841,0.000999362,0.101849006,2.015748289,23.60586259,0.008852076,0.792494704,2.115793021,0.198602344,0.288895522,0.00963825
67,68,1460,76,3595,6,12,1,7,397,MO355,IBM,Z017E0083,09IN1460,17,282.571,3.410495352,0.611673193,1427.719479,0.329230647,3671.319338,1056.74471,4256.247179,48.79224988,6.113172525,19.10178233,0.001244297,0.414734009,2.301036077,19.80065902,0.011195311,1.472381239,1.545219828,0.064742614,0.174220737,0.009617528
35,230,1532,266,1859,3,6,5,11,587,MO105,IBM,Z017E0116,09IN1532,17,207.909,5.724370251,3.278682633,1125.271555,0.786418018,3284.58946,1125.865346,3972.921579,102.9601131,5.425785148,20.25946465,0.000857166,0.051727641,1.624928592,18.85586034,0.007520854,1.58081122,3.642888011,0.518963999,0.474001057,0.009599006
4,117,1444,130,130,1,1,4,4,130,MO210,IBM,Z017E0150,09IN1444,17,307.219,3.961455398,1.986178467,1449.390739,0.443480363,4053.078049,1235.328413,4903.985906,81.51232173,10.49285645,24.93994816,0.000761387,0.123518655,2.639181868,22.24656817,0.011899166,1.771080501,2.135783103,0.327541725,0.337136588,0.009585886
29,222,1506,247,1519,3,5,5,5,247,MO017,IBM,Z017E0010,09IN1506,17,404.315,4.357929957,1.009060789,1218.479236,0.948920653,3166.788706,948.0537003,3528.15756,41.0774532,4.283116491,21.36168968,0.000754899,0.066165155,2.090252433,19.49912736,0.009629862,1.961551947,2.702334413,0.092395747,0.190818563,0.009583259
70,110,1515,123,3642,6,12,4,10,444,MO218,IBM,Z017E0153,09IN1515,17,277.364,3.08936613,0.806391362,1431.305858,0.554735525,3971.643974,1013.054628,3882.76807,48.72100696,6.012888577,24.89615689,0.001276902,0.143777455,2.553206526,22.57128434,0.009401635,3.059621406,2.846880428,0.065451725,0.308779972,0.009564889
23,194,5032,216,1167,2,4,5,11,537,NA,NC368,Z027E0223,09IN5032,27,402.563,3.610481789,1.459675814,1272.481131,0.775566436,3667.017955,1015.311719,3461.569131,46.81182584,5.621109599,18.01399767,0.000637082,0.18986233,1.785838474,16.2267589,0.003798885,0.945705894,1.178609568,0.082182714,0.213939207,0.009554059
14,83,5006,83,713,2,3,2,2,83,NA,B97,Z027E0047,09IN5006,27,291.464,3.729069823,1.742229769,1372.17249,0.332538682,2995.028941,948.042021,3201.428257,71.44959114,6.04896707,19.59334954,0.001357227,0.286697169,1.772230917,20.68830672,0.010712175,1.151325974,1.42654958,0.165293897,0.232837759,0.009550989
16,183,1463,212,842,2,3,4,4,212,MO276,IBM,Z017E0057,09IN1463,17,294.463,3.899824124,3.107249471,1308.094907,0.509387974,3545.980531,993.4217206,3783.702858,38.65787584,5.159461329,21.27499758,0.001013565,0.094798578,1.999978715,22.6671911,0.012548625,1.679000696,2.053270135,0.09205521,0.38067895,0.009538885
71,227,4890,253,3772,6,12,5,11,574,NA,B2,Z027E0033,09IN4890,27,142,4.30093181,4.532743493,851.5240022,1.697619899,3020.545569,1099.859765,3635.184291,74.96917413,8.588696739,23.91196439,0.001561588,0.086668049,3.251223187,21.51634729,0.008869191,1.363718043,1.209158298,0.120302495,0.152139153,0.009534727
40,139,1432,155,2069,4,7,4,4,155,MO185,IBM,Z017E0142,09IN1432,17,432.525,4.398587598,5.943945781,1267.574554,0.408345941,2781.784147,888.8321801,3823.720327,37.14739868,5.032753967,16.51200167,0.000747886,0.093419442,1.520564215,18.03753269,0.00853822,4.152655246,1.320560738,0.061636618,0.399107962,0.009527138
3,136,5083,152,152,1,1,3,3,152,NA,SD40,Z027E0245,09IN5083,27,318.781,4.75203891,1.929310631,1306.013072,0.658549335,3409.932308,1050.297324,3671.773385,56.07627003,4.662008457,22.63963233,0.001076404,0.343427091,1.072798872,18.0746294,0.011033914,1.633623862,1.069831064,0.198288598,0.271042432,0.009525361
80,80,1485,86,4247,7,14,2,8,407,MO340,IBM,Z017E0189,09IN1485,17,300.917,3.701655519,0.669981409,1185.501901,0.619783589,2342.239142,958.1907685,3859.842184,34.04797787,3.26526385,21.08184058,0.001116621,0.059183906,1.0425078,18.73800346,0.013275119,3.523084874,2.117091695,0.046277196,0.169253266,0.009523447
9,192,4865,202,522,1,2,3,9,522,NA,A680,Z027E0022,09IN4865,27,294.554,3.739232252,4.492385462,1160.742517,0.841526549,2360.877172,970.9277199,3115.43715,32.03405666,3.688795218,14.12082951,0.000580299,0.218108473,1.751325873,15.95894546,0.010656412,0.738042176,3.02405158,0.147009221,0.216492586,0.009504313
61,30,4944,35,3233,6,11,1,1,35,NA,WD,Z027E0278,09IN4944,27,161.835,4.403914038,2.156083465,1617.335286,0.575877153,4240.082228,1199.872913,4154.731946,60.43739763,6.568972387,21.1040463,0.001406448,0.498120428,4.227204942,28.44358,0.015188728,1.10314956,2.268694559,0.099140322,0.130763804,0.009499837
11,255,1464,292,612,1,2,5,11,612,MO092,IBM,Z017E0109,09IN1464,17,330.4,4.618917376,2.538734563,1214.693546,0.603045306,2594.304403,954.04939,3579.35069,59.14073456,6.050869901,19.29847762,0.001162684,0.103982553,1.239115241,18.21383387,0.011578818,2.316262896,1.312279806,0.166494728,0.174478936,0.009480311
64,106,4998,110,3308,6,11,4,4,110,NA,A635,Z027E0016,09IN4998,27,208,4.182202299,1.95734761,1440.506071,0.589087553,3385.025348,1175.923737,4199.926644,37.57534629,7.25624789,15.17798144,0.001208524,0.246144343,1.269726251,18.17625287,0.009807989,1.293858715,1.594439464,0.050930531,0.158608526,0.009478825
50,44,4886,49,2605,5,9,2,2,49,NA,B73,Z027E0040,09IN4886,27,347.753,3.951132026,1.773003505,1090.739956,0.496906532,3113.259811,1034.898985,3519.718495,44.7842225,5.020652708,19.0239028,0.000870621,0.280239232,1.827362576,18.49210954,0.011134131,1.112383703,2.167740588,0.073181156,0.114687599,0.009436299
72,213,1322,232,3751,6,12,6,12,553,MO342,IBM,Z017E0190,09IN1322,17,243.593,4.017193054,3.343023387,1142.13306,2.000107141,3058.474183,1125.945948,4193.787201,50.68855779,3.733790649,19.20418296,0.001684104,0.147493453,1.01797467,18.74818988,0.008463347,0.808240703,2.550412695,0.130448167,0.283000047,0.009425497
13,2,1486,13,643,2,3,1,1,13,MO033,IBM,Z017E0022,09IN1486,17,342.573,3.825989914,2.176996922,1296.884543,0.404599647,3318.540702,995.7911096,4348.584884,52.03132129,4.085536193,19.61667387,0.000917606,0.113405776,1.59211323,17.67092793,0.01011559,1.767138496,1.716648275,0.10934016,0.391165591,0.009407326
35,281,1386,316,1909,3,6,5,11,637,MO315,IBM,Z017E0068,09IN1386,17,292.128,4.272621113,1.255247472,1417.663659,0.6815148,3084.892588,1139.084505,4254.351829,50.44331747,5.113636486,20.23325017,0.001442842,0.136912277,1.114076207,20.98076581,0.005585385,3.876605206,1.777527197,0.189994988,0.658897282,0.00939416
4,105,1374,112,112,1,1,4,4,112,MO024,IBM,Z017E0014,09IN1374,17,331.299,3.793442013,2.355307749,1127.674328,0.313607628,3473.44238,1038.680453,4019.2751,104.5039421,6.636406045,22.18649161,0.001306884,0.060368323,2.147137661,22.78303919,0.012268161,2.166743502,1.568348148,0.471707433,0.233397703,0.00936214
28,182,5126,213,1485,3,5,4,4,213,NA,Hy,Z027E0131,09IN5126,27,298.762,3.100435002,2.074373296,1294.167102,0.491068332,3335.761533,1200.752248,3470.923483,66.89814469,6.010913448,15.18061017,0.00068905,0.097216188,1.039835819,23.01794451,0.007219511,1.072396489,1.363732282,0.133516211,0.130244872,0.009349531
9,166,5131,185,505,1,2,3,9,505,NA,B73,Z027E0040,09IN5131,27,316.685,3.593775415,2.646315793,1085.316237,0.894422574,2491.410075,966.0086868,3930.933606,72.92183448,4.082548898,16.56407749,0.000808577,0.123659972,1.381072574,18.04434821,0.012650072,1.067709165,1.73103715,0.316962162,0.201370054,0.009344796
20,74,1454,93,1044,2,4,2,8,414,MO367,IBM,Z017E0196,09IN1454,17,236.625,4.538663993,2.005727325,1186.510167,0.693943413,3092.062857,1164.595228,4004.810145,65.73799402,6.063390428,20.57951861,0.000944219,0.135440875,2.27797289,21.38606234,0.002505787,1.328135576,1.946033264,0.256268731,0.279670672,0.009341782
66,241,1332,268,3466,6,11,6,6,268,MO027,IBM,Z017E0016,09IN1332,17,263.818,3.538593026,1.35588703,1239.811453,0.591012899,2828.200623,984.801162,3831.947806,106.9268939,5.319611087,21.51451106,0.00177817,0.065517765,2.413680425,17.29691183,0.010883696,2.566365303,2.802722005,0.143090154,0.298578092,0.009300513
38,73,1410,94,2008,4,7,2,2,94,MO336,IBM,Z017E0187,09IN1410,17,471.968,5.864761732,1.225389435,1231.259653,0.523092827,2945.481698,1199.713411,3585.325434,30.38998618,3.777941014,19.27315323,0.000667538,0.265574116,1.91630095,21.19995959,0.008601176,1.013829115,2.412949771,0.061049456,0.109763942,0.009288506
70,146,5116,173,3692,6,12,4,10,494,NA,A188,Z027E0005,09IN5116,27,349.133,3.866749641,1.063675213,1341.492655,0.432079398,3585.471035,1074.636067,4863.937956,43.24266888,9.125464058,16.78925084,0.001168694,0.187717414,4.037927301,26.45565849,0.008703927,0.93464635,0.593222039,0.037311618,0.22909313,0.009248428
19,28,1503,37,988,2,4,1,7,358,MO052,IBM,Z017E0033,09IN1503,17,449.904,4.669767564,2.008348219,1136.266595,0.34490061,3096.583995,906.6472867,3547.083888,39.50685927,3.855057287,14.86225465,0.000632544,0.095362476,1.278605988,15.36821622,0.008444123,1.212496189,2.071696123,0.07366752,0.182150439,0.009229921
24,241,1332,268,1219,2,4,6,12,589,MO027,IBM,Z017E0016,09IN1332,17,275.971,3.485475399,3.662629171,1280.765501,0.602766847,2652.287771,1020.556031,3773.860289,59.96729939,4.868883472,22.2261138,0.001417271,0.049090537,1.764421423,17.6342612,0.005865873,2.418222785,2.71292836,0.109408771,0.288319458,0.009188539
70,115,1515,128,3647,6,12,4,10,449,MO218,IBM,Z017E0153,09IN1515,17,228.214,2.808787426,0.795628817,1298.735889,0.619815974,3387.48875,970.2901093,3869.284119,49.42843552,5.3796872,21.54466363,0.001307852,0.134627343,2.292942853,20.80524628,0.008809538,2.11604475,3.060771145,0.054923998,0.281135036,0.009173824
87,168,4919,187,4669,8,15,3,3,187,NA,Va22,Z027E0265,09IN4919,27,289.622,4.174817719,1.264354989,1610.350436,0.509743702,3145.800042,1354.392444,3956.545886,50.08753168,10.86331638,23.81910763,0.000904942,0.22372454,4.050248014,28.66005428,0.010766857,0.924948255,1.461073582,0.059924212,0.254093343,0.009156443
9,161,4865,179,499,1,2,3,9,499,NA,A680,Z027E0022,09IN4865,27,340.98,2.919110096,1.946531331,1203.110515,0.586803896,2350.111186,913.3490406,2969.300642,91.35697198,4.411158146,14.36703627,0.000761331,0.22374418,1.809581916,14.51567434,0.01001641,0.850074239,2.399482625,0.24672865,0.23438388,0.009154625
26,52,1455,64,1336,3,5,2,2,64,MO208,IBM,Z017E0149,09IN1455,17,346.388,3.829939029,1.382343556,1257.045767,0.564234867,3483.244472,1082.709362,4506.011089,52.3920651,4.489788243,19.84402559,0.000739762,0.063363461,1.587661425,19.52875549,0.010310577,1.358856552,1.714235686,0.124546045,0.159737828,0.009149654
30,234,5031,262,1534,3,5,6,6,262,NA,B73,Z027E0040,09IN5031,27,296.588,4.017495388,2.229893344,1266.312459,1.002156184,3310.635507,1122.550056,4635.523621,38.78650759,5.037536733,18.05508016,0.000655605,0.215446324,2.441415735,22.67170801,0.00402561,1.098945484,2.039368056,0.125527405,0.156765564,0.009137338
35,264,1386,282,1875,3,6,5,11,603,MO315,IBM,Z017E0068,09IN1386,17,327.264,4.547449578,1.427821439,1458.869584,0.758728316,3531.715371,1146.636532,4229.175837,60.96929047,5.424125884,18.78755369,0.001428534,0.138337394,1.142562109,17.98328529,0.003974009,5.584543489,1.808711186,0.191935267,0.629554495,0.00910148
20,85,1507,95,1046,2,4,2,8,416,MO032,IBM,Z017E0021,09IN1507,17,333.321,3.5119848,3.081930463,1147.257827,2.079257653,3071.766666,897.734069,3506.147283,55.32207928,5.154844494,19.94042702,0.001198951,0.126713789,1.228215939,15.21876131,0.009153879,1.640541811,2.599970854,0.166184022,0.292518899,0.009078815
71,196,1530,218,3737,6,12,5,11,539,MO322,IBM,Z017E0071,09IN1530,17,224.202,5.359285429,2.805603479,1324.268634,1.406824218,3452.707615,1084.365402,4907.77253,48.9667917,3.84342795,20.91659868,0.001472065,0.116434972,2.662980607,18.44799859,0.013489953,2.288405572,3.012512417,0.096790123,0.243654973,0.009075103
5,225,5110,250,250,1,1,5,5,250,NA,A632,Z027E0014,09IN5110,27,299.236,3.879349559,2.073168059,1419.478084,0.671490904,3282.501013,1238.546661,3654.568633,62.10359318,6.182282317,16.10037358,0.000670074,0.155320111,1.025487709,17.04519885,0.010009613,1.169546607,1.077260665,0.298327185,0.18578043,0.009073336
85,67,1516,75,4557,8,15,1,1,75,MO141,IBM,Z017E0126,09IN1516,17,278.229,4.148588908,1.178211798,1313.873112,0.485416554,2349.363734,965.2952558,3707.031003,33.91118142,4.990525698,15.89112027,0.001223286,0.112071152,0.945617801,14.75159981,0.010768222,0.969692971,2.781703377,0.030462562,0.308863596,0.009071192
57,121,1388,147,3024,5,10,3,9,468,MO068,IBM,Z017E0102,09IN1388,17,411.886,4.703129655,0.902304821,1222.9341,0.32305196,3620.848359,1064.121605,3709.71551,22.12941809,4.932169739,21.78026156,0.001221001,0.044804669,1.9568931,21.36537046,0.010000844,3.788811848,1.139407864,0.035634858,0.411639707,0.009067994
53,251,1323,279,2835,5,9,5,5,279,MO305,IBM,Z017E0178,09IN1323,17,254.281,3.925846092,2.958748356,1317.070112,0.627354982,3369.619224,1198.612006,3697.50414,38.5185466,8.452767581,26.28102803,0.001327705,0.288328147,1.469853258,21.31157771,0.015045657,1.327948914,3.425880367,0.081275637,0.170272642,0.009053454
72,238,4984,257,3776,6,12,6,12,578,NA,Oh7B,Z027E0229,09IN4984,27,289.134,3.634868867,2.880322703,1581.02983,1.174929405,3679.398017,1157.088325,3721.085246,36.66267879,8.981121868,16.57582638,0.001029477,0.552524045,1.328499368,15.82650959,0.008010275,1.379593778,1.657637294,0.05717092,0.226147781,0.00904053
12,265,1461,295,615,1,2,6,12,615,MO345,IBM,Z017E0079,09IN1461,17,329.19,3.658769792,3.649847609,1393.476823,0.764462255,2812.457411,957.1163374,3611.033353,70.5789985,5.975368262,18.86849782,0.001328741,0.074943696,1.610108074,16.33865172,0.009645121,2.408736025,2.492401301,0.207343447,0.330283776,0.008998584
70,150,1536,168,3687,6,12,4,10,489,MO087,IBM,Z017E0106,09IN1536,17,335.701,4.221772832,0.718787472,1441.050488,0.522042471,3718.447908,1082.145282,4196.145779,45.56968084,5.377616798,21.59788838,0.000734383,0.087028579,1.405882288,27.31054575,0.008535558,1.061342928,2.60062045,0.056266674,0.297031176,0.008981405
52,148,4937,170,2726,5,9,4,4,170,NA,B79,Z027E0045,09IN4937,27,284.645,4.182233688,2.71361386,1508.698807,0.778223765,3502.787699,1103.353053,3697.220091,66.28426253,6.587666023,18.03820848,0.001092386,0.210595575,1.955071978,19.68632818,0.015053464,1.622095892,1.861835772,0.129675216,0.267578342,0.008970919
52,173,1477,196,2752,5,9,4,4,196,MO058,IBM,Z017E0037,09IN1477,17,302.188,4.147496843,2.553835749,1108.029273,0.660247035,3317.83877,941.7755752,3943.538026,54.24955744,3.952792886,18.89080969,0.001017182,0.096270574,1.464389909,20.54978025,0.013038076,3.334642525,1.115801051,0.115349845,0.358010316,0.00896865
8,19,1329,22,342,1,2,2,8,342,MO045,IBM,Z017E0029,09IN1329,17,388.711,3.849460815,2.11607913,1148.822209,0.464051166,2803.029133,962.0763949,3522.882235,53.97227793,5.203660356,16.79290173,0.001028104,0.069891997,2.734713145,18.01531584,0.009625769,2.90677111,4.951759867,0.179811427,0.426944387,0.008958277
11,252,4961,280,600,1,2,5,11,600,NA,B73,Z027E0040,09IN4961,27,245.31,4.172101547,2.562815645,1111.750403,0.762987862,2540.843099,1103.317295,4424.111445,64.41095148,5.240314653,17.95173774,0.000647598,0.217969165,2.036064691,17.76707299,0.012382774,1.079542044,2.066925698,0.254206453,0.160134726,0.008956116
35,220,1469,245,1838,3,6,5,11,566,MO382,IBM,Z017E0092,09IN1469,17,237,4.098525897,3.132193556,1394.0631,1.330875018,3321.295995,1082.812882,3799.924692,85.67567641,4.231939225,20.79981017,0.001731576,0.075552012,1.344275608,19.28327158,0.005709974,1.249856305,1.908309538,0.313645889,0.365349847,0.008895212
1,95,4876,106,106,1,1,1,1,106,NA,B73,Z027E0040,09IN4876,27,289.894,3.864555409,1.812045864,1022.009752,0.773240171,2835.571368,1096.663769,3973.315571,46.92204833,3.726268453,17.66997489,0.00052012,0.206633766,1.398457552,19.31151056,0.012827301,1.628691538,2.681516298,0.178206242,0.149387561,0.008880223
16,114,1370,127,757,2,3,4,4,127,NA,B73,Z027E0040,09IN1370,27,268.085,3.737773796,2.148034618,1232.615962,0.466094313,3464.514046,1116.875836,3613.543751,51.95731124,5.027321494,18.57824725,0.001085554,0.162228351,2.465627596,20.56235439,0.014206268,2.098248133,3.065604127,0.115879674,0.254925698,0.008879994
70,107,1400,109,3628,6,12,4,10,430,MO250,IBM,Z017E0161,09IN1400,17,416.967,3.382845306,0.779510846,1267.619906,0.523013972,3166.584203,1189.231442,4544.504965,42.99841047,5.67654862,17.2115565,0.000848961,0.109402924,1.227171611,19.90862312,0.009487151,1.977830561,2.18685122,0.067491375,0.144515582,0.008832986
